year,city,iso,country,region,olympic_type,population,GDP_constant_2010_USD,land_area_km_sq,notes,population_%,GDP_%,land_area_%
1996,Atlanta,MYS,Malaysia,Asia,summer,21023321,141477000000,328550,,0.003625678056,0.003229526459,0.002506590816
1996,Atlanta,MDV,Maldives,Asia,summer,262000,1260810779,300,,0.0000451844716,0.00002878080374,0.000002288775665
1996,Atlanta,MLI,Mali,Africa,summer,9856810,5096827925,1220190,,0.001699903632,0.0001163464071,0.009309137262
1996,Atlanta,MLT,Malta,Europe,summer,379905,5772072185,320,,0.00006551834613,0.0001317603557,0.000002441360709
1996,Atlanta,MRT,Mauritania,Africa,summer,2397245,2556708221,1030700,,0.0004134284299,0.00005836253842,0.007863470259
1996,Atlanta,MUS,Mauritius,Africa,summer,1133996,5262028370,2030,,0.0001955687407,0.0001201174739,0.000015487382
1996,Atlanta,MEX,Mexico,Americas,summer,95687452,727580000000,1943950,,0.0165022403,0.01660862798,0.01483088485
1996,Atlanta,MDA,Moldova,Europe,summer,3667748,3759832629,32930,,0.0006325391426,0.00008582652273,0.0002512312755
1996,Atlanta,MCO,Monaco,Europe,summer,30967,3957540874,2,,0.0000053405631,0.00009033965214,0.00000001525850443
1996,Atlanta,MNG,Mongolia,Asia,summer,2316567,3428027700,1553560,,0.0003995147169,0.00007825233896,0.01185250107
1996,Atlanta,MAR,Morocco,Africa,summer,27460603,52892827881,446300,,0.004735850521,0.001207396164,0.003404935264
1996,Atlanta,MOZ,Mozambique,Africa,summer,16248232,3409880891,786380,,0.002802167089,0.00007783809778,0.005999491358
1996,Atlanta,MMR,Myanmar,Asia,summer,43793310,11324734005,653540,,0.007552586153,0.000258512183,0.004986021493
1996,Atlanta,NAM,Namibia,Africa,summer,1706489,6179007353,823290,,0.0002943007777,0.0001410495539,0.006281087057
1996,Atlanta,NRU,Nauru,Oceania,summer,10033,81557366,20,,0.000001730289327,0.000001861727853,0.0000001525850443
1996,Atlanta,NPL,Nepal,Asia,summer,21903379,9083352501,143000,,0.003777452696,0.0002073476766,0.001090983067
1996,Atlanta,NLD,Netherlands,Europe,summer,15530498,615416000000,33760,,0.002678386816,0.01404823579,0.0002575635548
1996,Atlanta,ANT,Netherlands Antilles,Americas,summer,195000,3570538974,1020,"1996 Population; Land Area, UNEP",0.00003362966398,0.00008150547502,0.00000778183726
1996,Atlanta,NZL,New Zealand,Oceania,summer,3732000,102037000000,263310,,0.0006436200306,0.002329220943,0.002008858401
1996,Atlanta,NIC,Nicaragua,Americas,summer,4700779,5478938280,120340,,0.000810695478,0.0001250689239,0.0009181042117
1996,Atlanta,NER,Niger,Africa,summer,9819964,3288171553,1266700,,0.001693549178,0.00007505981207,0.009663973782
1996,Atlanta,NGA,Nigeria,Africa,summer,110732904,140933000000,910770,,0.01909697617,0.003217108452,0.006948494041
1996,Atlanta,NOR,Norway,Europe,summer,4381336,322581000000,365245,,0.0007556043973,0.007363627124,0.002786546226
1996,Atlanta,OMN,Oman,Asia,summer,2236666,37014525358,309500,,0.0003857350052,0.0008449386756,0.002361253561
1996,Atlanta,PAK,Pakistan,Asia,summer,125938339,105001000000,770880,,0.02171930268,0.00239688082,0.005881237948
1996,Atlanta,PSE,Palestine,Asia,summer,2366298,4862657059,6020,,0.000408091316,0.0001110009375,0.00004592809834
1996,Atlanta,PAN,Panama,Americas,summer,2796344,13519342039,74340,,0.0004822569697,0.0003086089811,0.0005671586098
1996,Atlanta,PNG,Papua New Guinea,Oceania,summer,5022437,10461728744,452860,,0.0008661685573,0.0002388121729,0.003454983159
1996,Atlanta,PRY,Paraguay,Americas,summer,4870694,14205460613,397300,,0.0008399989875,0.0003242711601,0.003031101905
1996,Atlanta,PER,Peru,Americas,summer,24441074,77613501072,1280000,,0.004215103107,0.001771700384,0.009765442837
1996,Atlanta,PHL,Philippines,Asia,summer,71446107,111364000000,298170,,0.01232158242,0.002542130414,0.002274814133
1996,Atlanta,POL,Poland,Europe,summer,38624370,267660000000,306290,,0.006661151716,0.006109933431,0.002336763661
1996,Atlanta,PRT,Portugal,Europe,summer,10063945,187617000000,91500,,0.001735626096,0.004282774343,0.0006980765778
1996,Atlanta,PRI,Puerto Rico,Americas,summer,3724655,83247173714,8870,,0.0006423533133,0.001900301463,0.00006767146716
1996,Atlanta,QAT,Qatar,Asia,summer,522304,22398308986,11610,,0.00009007645136,0.0005112911039,0.00008857561823
1996,Atlanta,ROU,Romania,Europe,summer,22619004,115715000000,229520,,0.003900869252,0.002641451644,0.001751065969
1996,Atlanta,RUS,Russia,Europe,summer,148160042,846668000000,16377960,,0.02555165348,0.01932707584,0.1249515876
1996,Atlanta,RWA,Rwanda,Africa,summer,6115168,1874760969,24670,,0.001054620744,0.00004279557917,0.0001882136522
1996,Atlanta,KNA,Saint Kitts and Nevis,Americas,summer,43373,482086484.6,260,,0.000007480099568,0.00001100469375,0.000001983605576
1996,Atlanta,LCA,Saint Lucia,Americas,summer,149004,1037598243,610,,0.00002569720232,0.0000236854823,0.000004653843852
1996,Atlanta,VCT,Saint Vincent and the Grenadines,Americas,summer,108075,455489484.8,390,,0.00001863859454,0.00001039755821,0.000002975408364
1996,Atlanta,SMR,San Marino,Europe,summer,26209,1588740790,60,,0.000004519999299,0.00003626653391,0.000000457755133
1996,Atlanta,STP,Sao Tome and Principe,Africa,summer,128821,111246813,960,,0.00002221644586,0.000002539455361,0.000007324082128
1996,Atlanta,SAU,Saudi Arabia,Asia,summer,19131578,358617000000,2149690,,0.003299428408,0.008186228787,0.0164005272
1996,Atlanta,SEN,Senegal,Africa,summer,8974077,7232428842,192530,,0.001547667662,0.0001650962369,0.001468859929
1996,Atlanta,SYC,Seychelles,Africa,summer,76417,632830581.3,460,,0.0000131788617,0.00001444576225,0.000003509456019
1996,Atlanta,SLE,Sierra Leone,Africa,summer,4282350,1384449201,72180,,0.00073853329,0.00003160312507,0.000550679425
1996,Atlanta,SGP,Singapore,Asia,summer,3670704,109941000000,670,,0.0006330489338,0.002509647281,0.000005111598985
1996,Atlanta,SVK,Slovakia,Europe,summer,5373361,49795081605,48100,,0.0009266888455,0.001136683232,0.0003669670316
1996,Atlanta,SVN,Slovenia,Europe,summer,1988628,31027017316,20140,,0.0003429584175,0.0007082605184,0.0001536531396
1996,Atlanta,SLB,Solomon Islands,Oceania,summer,369469,595022620.1,27990,,0.00006371855549,0.00001358271164,0.0002135427695
1996,Atlanta,SOM,Somalia,Africa,summer,7892389,760777199,627340,,0.001361119949,0.00001736642771,0.004786135085
1996,Atlanta,ZAF,South Africa,Africa,summer,42210216,242691000000,1213090,,0.007279566054,0.0055399606,0.009254969571
1996,Atlanta,ESP,Spain,Europe,summer,39889852,966105000000,499440,,0.006879396508,0.02205349039,0.003810353727
1996,Atlanta,LKA,Sri Lanka,Asia,summer,18210000,27825342704,62710,,0.003140493236,0.000635175191,0.0004784304065
1996,Atlanta,SDN,Sudan,Africa,summer,24786190,26928743520,2376000,,0.004274621749,0.0006147083251,0.01812710327
1996,Atlanta,SUR,Suriname,Americas,summer,450036,2524603236,156000,,0.00007761312543,0.00005762967089,0.001190163346
1996,Atlanta,SWZ,Swaziland,Africa,summer,981764,2828535881,17200,,0.0001693148381,0.00006456760794,0.0001312231381
1996,Atlanta,SWE,Sweden,Europe,summer,8840998,337709000000,410340,,0.001524716882,0.007708957293,0.003130587354
1996,Atlanta,CHE,Switzerland,Europe,summer,7071850,437274000000,39528,,0.001219609945,0.00998174935,0.0003015690816
1996,Atlanta,SYR,Syria,Asia,summer,14755286,1910000000,183780,,0.002544693898,0.00004359998824,0.001402103972
1996,Atlanta,TWN,Taiwan,Asia,summer,21364000,415000000000,32260,,0.003684431494,0.009473295875,0.0002461196765
1996,Atlanta,TJK,Tajikistan,Asia,summer,5849540,2137642599,139960,,0.001008810588,0.0000487964357,0.00106779014
1996,Atlanta,TZA,Tanzania,Africa,summer,30811854,13979023119,885800,,0.005313806649,0.0003191022218,0.006757991613
1996,Atlanta,THA,Thailand,Asia,summer,60151472,221895000000,510890,,0.01037371175,0.005065245755,0.003897708665
1996,Atlanta,TGO,Togo,Africa,summer,4398238,2255767596,54390,,0.0007585193131,0.00005149290087,0.000414955028
1996,Atlanta,TON,Tonga,Oceania,summer,96369,291673674.1,720,,0.00001661977994,0.000006658098828,0.000005493061596
1996,Atlanta,TTO,Trinidad and Tobago,Americas,summer,1258364,9236306502,5130,,0.000217017223,0.000210839191,0.00003913806387
1996,Atlanta,TUN,Tunisia,Africa,summer,9256037,23752181151,155360,,0.001596294431,0.0005421962403,0.001185280624
1996,Atlanta,TUR,Turkey,Asia,summer,59423208,459411000000,769630,,0.01024811548,0.0104870755,0.005871701383
1996,Atlanta,TKM,Turkmenistan,Asia,summer,4287344,9223245519,469930,,0.0007393945543,0.0002105410451,0.003585214494
1996,Atlanta,UGA,Uganda,Africa,summer,21202118,8063984999,199810,,0.003656513354,0.0001840783514,0.001524400885
1996,Atlanta,UKR,Ukraine,Europe,summer,51057189,88895095557,579350,,0.008805313384,0.002029227812,0.004420007271
1996,Atlanta,ARE,United Arab Emirates,Asia,summer,2571020,160159000000,83600,,0.0004433976343,0.003655984564,0.0006378054853
1996,Atlanta,USA,USA,Americas,summer,269394000,10690000000000,9158960,,0.04645963948,0.2440229709,0.06987601588
1996,Atlanta,URY,Uruguay,Americas,summer,3248035,27389448612,175020,,0.0005601555161,0.0006252249411,0.001335271723
1996,Atlanta,UZB,Uzbekistan,Asia,summer,23225000,16874916939,425400,,0.00400537921,0.0003852074242,0.003245483893
1996,Atlanta,VUT,Vanuatu,Oceania,summer,171801,451927747.4,12190,,0.00002962876873,0.00001031625365,0.00009300058452
1996,Atlanta,VEN,Venezuela,Americas,summer,22650102,277811000000,882050,,0.003906232407,0.006341652531,0.006729381917
1996,Atlanta,VNM,Vietnam,Asia,summer,73156700,47777571569,325490,,0.01261659097,0.001090629088,0.002483245304
1996,Atlanta,VIR,Virgin Islands (US),Americas,summer,108093,3980912000,350,2002 GDP,0.00001864169881,0.00009087314995,0.000002670238276
1996,Atlanta,WSM,Samoa,Oceania,summer,171283,429879799.1,2830,,0.00002953943454,0.000009812960307,0.00002159078377
1996,Atlanta,YEM,Yemen,Asia,summer,15889449,16552094852,527970,,0.00274029144,0.0003778382937,0.004028016293
1996,Atlanta,YUG,Yugoslavia,Europe,summer,20020122,98000274308,2002732,Yugoslavia in the 1996 Olympics included Serbia and Montenegro,0.003452666542,0.002237073721,0.01527934755
1996,Atlanta,COD,Congo (Kinshasa),Africa,summer,42770544,15715379128,2267050,,0.007376200118,0.0003587384006,0.01729589624
1996,Atlanta,ZMB,Zambia,Africa,summer,9394304,8788652644,743390,,0.001620139933,0.0002006204984,0.005671509805
1996,Atlanta,ZWE,Zimbabwe,Africa,summer,11518262,15175423781,386850,,0.001986437337,0.0003464127217,0.00295137622
1998,Nagano,AND,Andorra,Europe,winter,64142,2475606878,470,,0.00001572411721,0.00005885000211,0.000005545226163
1998,Nagano,ARG,Argentina,Americas,winter,36241590,316351000000,2736690,,0.008884459623,0.007520280051,0.03228843614
1998,Nagano,ARM,Armenia,Asia,winter,3108684,3940491000,28470,,0.0007620796295,0.00009367315374,0.0003358991252
1998,Nagano,AUS,Australia,Oceania,winter,18711000,776591000000,7682300,,0.004586915861,0.01846108217,0.09063849138
1998,Nagano,AUT,Austria,Europe,winter,7976789,315160000000,82580,,0.00195547325,0.007491967659,0.0009743080351
1998,Nagano,AZE,Azerbaijan,Asia,winter,7913000,11017754125,83092,,0.001939835669,0.0002619134966,0.0009803487921
1998,Nagano,BLR,Belarus,Europe,winter,10069000,25621926965,202840,,0.002468369184,0.0006090831583,0.002393178032
1998,Nagano,BEL,Belgium,Europe,winter,10203008,383686000000,30280,,0.002501220631,0.009120964282,0.0003572541451
1998,Nagano,BMU,Bermuda,Americas,winter,60943,4376340237,50,,0.00001493989703,0.0001040341399,0.0000005899176769
1998,Nagano,BIH,Bosnia and Herzegovina,Europe,winter,3750485,9782010632,51200,,0.000919414202,0.0002325374644,0.0006040757011
1998,Nagano,BRA,Brazil,Americas,winter,170170640,1471030000000,8358140,,0.04171655218,0.03496925113,0.09861229064
1998,Nagano,BGR,Bulgaria,Europe,winter,8256786,33062346058,110630,,0.002024113231,0.0007859564266,0.001305251852
1998,Nagano,CAN,Canada,Americas,winter,30247900,1213900000000,9093510,,0.007415134,0.02885676971,0.1072884459
1998,Nagano,CHL,Chile,Americas,winter,14887756,137783000000,743532,,0.003649665124,0.003275370542,0.008772453402
1998,Nagano,CHN,China,Asia,winter,1241935000,1915140000000,9326410,,0.3044546711,0.0455266117,0.1100362824
1998,Nagano,HRV,Croatia,Europe,winter,4501000,45510618989,55910,,0.001103399513,0.001081876144,0.0006596459463
1998,Nagano,CYP,Cyprus,Asia,winter,908704,17106644686,9240,,0.0002227646193,0.0004066582965,0.0001090167867
1998,Nagano,CZE,Czech Republic,Europe,winter,10294373,143142486877,77270,,0.002523618342,0.003402775994,0.0009116587778
1998,Nagano,DNK,Denmark,Europe,winter,5304219,279219071581,42430,,0.001300304968,0.006637581717,0.0005006041406
1998,Nagano,EST,Estonia,Europe,winter,1386156,12881652376,42390,,0.000339809788,0.000306221992,0.0005001322065
1998,Nagano,FIN,Finland,Europe,winter,5153498,189777000000,304590,,0.001263356406,0.004511369293,0.003593660504
1998,Nagano,FRA,France,Europe,winter,60186291,2184520000000,547566,,0.01475439329,0.0519302995,0.006460377253
1998,Nagano,GEO,Georgia,Asia,winter,4487300,6060083786,69490,,0.001100041021,0.0001440600068,0.0008198675873
1998,Nagano,DEU,Germany,Europe,winter,82047195,2974922531540,349020,,0.02011349367,0.0707197087,0.004117861352
1998,Nagano,GBR,UK,Europe,winter,58487141,1958160000000,241930,,0.01433785446,0.04654928097,0.002854375671
1998,Nagano,GRC,Greece,Europe,winter,10720509,242021995035,128900,,0.002628083629,0.005753334686,0.001520807771
1998,Nagano,HUN,Hungary,Europe,winter,10266570,99615405210,89800,,0.002516802564,0.002368052399,0.001059492148
1998,Nagano,ISL,Iceland,Europe,winter,274047,9456181959,100250,,0.00006718136556,0.0002247918816,0.001182784942
1998,Nagano,IND,India,Asia,winter,1015974042,709456589763,2973190,,0.2490613782,0.01686516635,0.03507874675
1998,Nagano,IRN,Iran,Asia,winter,63900630,295107171597,1628760,,0.01566494646,0.007015272831,0.01921668631
1998,Nagano,IRL,Ireland,Europe,winter,3712696,134838197629,68890,,0.0009101504019,0.003205366848,0.0008127885752
1998,Nagano,ISR,Israel,Asia,winter,5971000,151808137251,21640,,0.001463763273,0.003608775399,0.0002553163705
1998,Nagano,ITA,Italy,Europe,winter,56906744,1955997566190,294110,,0.01395042738,0.0464978757,0.003470013759
1998,Nagano,JAM,Jamaica,Americas,winter,2611367,12105745501,10830,,0.0006401646471,0.0002877771728,0.0001277761688
1998,Nagano,JPN,Japan,Asia,winter,126400000,5217422593015,364500,,0.03098638046,0.1240283073,0.004300499864
1998,Nagano,KAZ,Kazakhstan,Asia,winter,15071300,59283829183,2699700,,0.003694660094,0.001409292204,0.03185201504
1998,Nagano,KEN,Kenya,Africa,winter,29769803,25456148104,569140,,0.007297930713,0.0006051422716,0.006714914932
1998,Nagano,PRK,North Korea,Asia,winter,22537336,24389239600,120410,,0.005524924588,0.0005797797763,0.001420639749
1998,Nagano,KOR,South Korea,Asia,winter,46286503,585633000000,96460,,0.01134692399,0.0139216382,0.001138069182
1998,Nagano,KGZ,Kyrgyzstan,Asia,winter,4769000,2932886588,191800,,0.001169098484,0.00006972043237,0.002262924208
1998,Nagano,LVA,Latvia,Europe,winter,2410019,15178603565,62196,,0.0005908051081,0.0003608250001,0.0007338103966
1998,Nagano,LIE,Liechtenstein,Europe,winter,32355,4254308369,160,,0.000007931679905,0.0001011332044,0.000001887736566
1998,Nagano,LTU,Lithuania,Europe,winter,3549331,23637117966,62680,,0.0008701022212,0.0005619003787,0.0007395207997
1998,Nagano,LUX,Luxembourg,Europe,winter,424700,34728330983,2590,,0.0001041132578,0.0008255601364,0.00003055773566
1998,Nagano,MKD,Macedonia,Europe,winter,2012057,6433256966,25430,,0.0004932465484,0.0001529310608,0.0003000321305
1998,Nagano,MDA,Moldova,Europe,winter,3652732,3571732652,32910,,0.0008954505023,0.00008490704885,0.0003882838149
1998,Nagano,MCO,Monaco,Europe,winter,31523,4194069436,2,,0.000007727718919,0.00009970120756,0.00000002359670707
1998,Nagano,MNG,Mongolia,Asia,winter,2355590,3680563574,1553560,,0.0005774620883,0.00008749417205,0.01832945012
1998,Nagano,NLD,Netherlands,Europe,winter,15707209,670926000000,33760,,0.00385055027,0.01594921911,0.0003983124154
1998,Nagano,NZL,New Zealand,Oceania,winter,3815000,104960000000,263310,,0.0009352297585,0.002495103838,0.00310662447
1998,Nagano,NOR,Norway,Europe,winter,4431464,348542000000,365245,,0.001086353082,0.008285522883,0.004309289638
1998,Nagano,POL,Poland,Europe,winter,38663481,298099000000,306290,,0.009478175098,0.007086394426,0.003613717705
1998,Nagano,PRT,Portugal,Europe,winter,10160196,205310000000,91500,,0.002490725466,0.004880618987,0.001079549349
1998,Nagano,PRI,Puerto Rico,Americas,winter,3781101,91666841331,8870,,0.0009269195741,0.002179099539,0.0001046513959
1998,Nagano,ROU,Romania,Europe,winter,22507344,107843000000,229590,,0.005517572187,0.002563638369,0.002708783989
1998,Nagano,RUS,Russia,Europe,winter,147670692,813020000000,16381300,,0.03620079308,0.01932707052,0.1932723688
1998,Nagano,SVK,Slovakia,Europe,winter,5390516,54935315958,48100,,0.001321460282,0.001305919566,0.0005675008051
1998,Nagano,SVN,Slovenia,Europe,winter,1981629,33685428176,20140,,0.0004857872637,0.0008007683033,0.0002376188402
1998,Nagano,ZAF,South Africa,Africa,winter,43584030,250403000000,1213090,,0.01068442512,0.005952567514,0.01431246469
1998,Nagano,ESP,Spain,Europe,winter,40223509,1044886132833,499440,,0.009860608809,0.02483898056,0.005892569691
1998,Nagano,SWE,Sweden,Europe,winter,8850974,362192000000,410340,,0.002169775695,0.008610009996,0.004841336391
1998,Nagano,CHE,Switzerland,Europe,winter,7110001,460887000000,39526,,0.001742984146,0.01095618257,0.0004663417219
1998,Nagano,TWN,Taiwan,Asia,winter,21595000,383000000000,32260,,0.005293915238,0.009104656725,0.0003806148851
1998,Nagano,TTO,Trinidad and Tobago,Americas,winter,1262542,10738002284,5130,,0.0003095063826,0.0002552632499,0.00006052555365
1998,Nagano,TUR,Turkey,Asia,winter,61329590,505632000000,769630,,0.0150346678,0.01201985846,0.009080366833
1998,Nagano,UKR,Ukraine,Europe,winter,50143939,84589906069,579350,,0.01229255674,0.00201086699,0.006835376122
1998,Nagano,USA,USA,Americas,winter,275854000,11666700000000,9158960,,0.06762434333,0.2773402052,0.1080606481
1998,Nagano,URY,Uruguay,Americas,winter,3292138,31074105589,175020,,0.0008070525365,0.0007386920742,0.002064947836
1998,Nagano,UZB,Uzbekistan,Asia,winter,24051000,18515766363,425400,,0.005895992378,0.0004401558661,0.005019019595
1998,Nagano,VEN,Venezuela,Americas,winter,23569454,296379000000,882050,,0.005777943584,0.007045506672,0.01040673774
1998,Nagano,VIR,Virgin Islands (US),Americas,winter,108535,3980912000,350,2002 GDP,0.00002660685762,0.00009463403972,0.000004129423738
1998,Nagano,YUG,Yugoslavia,Europe,winter,38135717,165999894357,1451000,Yugoslavia is made up of Serbia and Montenegro in the 1998 Olympics,0.009348796173,0.003946141134,0.01711941098
2000,Sydney,ALB,Albania,Europe,summer,3089027,7221967156,27400,,0.0005067998988,0.0001442418035,0.000213055036
2000,Sydney,DZA,Algeria,Africa,summer,31183660,110424000000,2381740,,0.005116133894,0.002205459616,0.01851977012
2000,Sydney,ASM,American Samoa,Oceania,summer,57521,498330932,200,,0.000009437158361,0.000009952987993,0.000001555146248
2000,Sydney,AND,Andorra,Europe,summer,65390,2668012840,470,,0.00001072818249,0.00005328727971,0.000003654593683
2000,Sydney,AGO,Angola,Africa,summer,16440924,34535350910,1246700,,0.002697373192,0.0006897623866,0.009694004137
2000,Sydney,ATG,Antigua and Barbuda,Americas,summer,83584,1001496488,440,,0.00001371317335,0.00002000253623,0.000003421321746
2000,Sydney,ARG,Argentina,Americas,summer,37057452,303230000000,2736690,,0.006079815076,0.006056305871,0.02127976593
2000,Sydney,ARM,Armenia,Asia,summer,3069588,4310688308,28470,,0.0005036106476,0.00008609585763,0.0002213750684
2000,Sydney,ABW,Aruba,Americas,summer,90853,2584301517,180,,0.00001490575874,0.00005161534297,0.000001399631623
2000,Sydney,AUS,Australia,Oceania,summer,19153000,847014000000,7682300,,0.003142328786,0.01691711196,0.0597355001
2000,Sydney,AUT,Austria,Europe,summer,8011566,337471000000,82580,,0.001314414163,0.006740189291,0.0006421198858
2000,Sydney,AZE,Azerbaijan,Asia,summer,8048600,13146538453,82605,,0.00132049013,0.0002625711771,0.0006423142791
2000,Sydney,BHS,Bahamas,Americas,summer,297890,7372273462,10010,,0.00004887319595,0.0001472438184,0.00007783506971
2000,Sydney,BHR,Bahrain,Asia,summer,664614,15256276507,710,,0.0001090396128,0.0003047082313,0.00000552076918
2000,Sydney,BGD,Bangladesh,Asia,summer,131581243,67013463193,130170,,0.02158782058,0.001338436271,0.001012166935
2000,Sydney,BRB,Barbados,Americas,summer,8048600,4052313124,430,,0.00132049013,0.00008093542118,0.000003343564433
2000,Sydney,BLR,Belarus,Europe,summer,9979610,28029670686,202840,,0.001637300463,0.0005598267293,0.001577229325
2000,Sydney,BEL,Belgium,Europe,summer,10251250,411797000000,30280,,0.001681866964,0.008224676281,0.0002354491419
2000,Sydney,BLZ,Belize,Americas,summer,247315,949415695.7,22810,,0.00004057563012,0.00001896234493,0.0001773644296
2000,Sydney,BEN,Benin,Africa,summer,6865951,4766643562,112760,,0.001126459326,0.00009520249115,0.0008767914546
2000,Sydney,BMU,Bermuda,Americas,summer,61833,4945919646,50,,0.0000101446048,0.00009878310916,0.000000388786562
2000,Sydney,BTN,Bhutan,Asia,summer,573416,688733275.1,39800,,0.00009407725177,0.00001375582686,0.0003094741033
2000,Sydney,BOL,Bolivia,Americas,summer,8339512,13481147871,1083300,,0.001368218484,0.000269254213,0.008423449652
2000,Sydney,BIH,Bosnia and Herzegovina,Europe,summer,3766706,11310743279,51200,,0.0006179830153,0.0002259054873,0.0003981174395
2000,Sydney,BWA,Botswana,Africa,summer,1728340,8563534596,566730,,0.0002835593658,0.000171036457,0.004406740166
2000,Sydney,BRA,Brazil,Americas,summer,175287587,1538710000000,8358140,,0.02875848329,0.03073211228,0.06499065031
2000,Sydney,VGB,Virgin Islands (UK),Americas,summer,20645,885172359,150,,0.00000338711313,0.00001767923541,0.000001166359686
2000,Sydney,BRN,Brunei Darussalam,Asia,summer,333241,11971150348,5270,,0.00005467304271,0.0002390955649,0.00004097810363
2000,Sydney,BGR,Bulgaria,Europe,summer,8170172,32771342925,110630,,0.001340435789,0.0006545304771,0.0008602291471
2000,Sydney,BFA,Burkina Faso,Africa,summer,11607942,5046707524,273600,,0.001904452059,0.0001007961099,0.002127440067
2000,Sydney,BDI,Burundi,Africa,summer,6400706,1460945583,25680,,0.001050129103,0.000029178951,0.0001996807782
2000,Sydney,KHM,Cambodia,Asia,summer,12152354,5207355456,176520,,0.001993770782,0.0001040046744,0.001372572078
2000,Sydney,CMR,Cameroon,Africa,summer,15274234,17770523602,472710,,0.002505960694,0.000354924402,0.003675665914
2000,Sydney,CAN,Canada,Americas,summer,30769700,1342740000000,9093510,,0.005048217723,0.02681807257,0.07070868979
2000,Sydney,CPV,Cape Verde,Africa,summer,435079,948465609.7,4030,,0.00007138105079,0.00001894336919,0.0000313361969
2000,Sydney,CYM,Cayman Islands,Americas,summer,41687,3002045871,240,,0.000006839359896,0.00005995880366,0.000001866175498
2000,Sydney,CAF,Central African Republic,Africa,summer,3754986,1546822078,622980,,0.0006160601785,0.00003089413195,0.004844125048
2000,Sydney,TCD,Chad,Africa,summer,8342559,3858672133,1259200,,0.001368718388,0.00007706789794,0.009791200777
2000,Sydney,CHL,Chile,Americas,summer,15262754,144525000000,743532,,0.002504077233,0.002886546865,0.005781505
2000,Sydney,CHN,China,Asia,summer,1262645000,2237080000000,9326410,,0.207155314,0.04468041005,0.07251965759
2000,Sydney,COL,Colombia,Americas,summer,40403958,192491000000,1109500,,0.006628858157,0.003844554871,0.008627173811
2000,Sydney,COM,Comoros,Africa,summer,542357,437372669.8,1861,,0.00008898157016,0.000008735490116,0.00001447063584
2000,Sydney,COD,Congo (Kinshasa),Africa,summer,47076387,13003283456,2267050,,0.007723567379,0.0002597099955,0.01762797151
2000,Sydney,COG,Congo (Brazzaville),Africa,summer,3225727,7627595734,341500,,0.0005292275261,0.0001523432801,0.002655412218
2000,Sydney,COK,Cook Islands,Oceania,summer,18122,227256096,236,"Land area, Cook Islands Fact File",0.00000297317821,0.000004538905875,0.000001835072573
2000,Sydney,CRI,Costa Rica,Americas,summer,3925443,24457392097,51060,,0.0006440261336,0.0004884788687,0.0003970288371
2000,Sydney,HRV,Croatia,Europe,summer,4426000,46783437796,55910,,0.0007261498045,0.0009343891073,0.0004347411336
2000,Sydney,CUB,Cuba,Americas,summer,11150736,38729221264,107400,,0.001829440752,0.0007735250804,0.0008351135352
2000,Sydney,CYP,Cyprus,Asia,summer,943286,18959184072,9240,,0.0001547598158,0.0003786650985,0.00007184775666
2000,Sydney,CZE,Czech Republic,Europe,summer,10255063,151842000000,77270,,0.001682492542,0.003032686727,0.0006008307529
2000,Sydney,DNK,Denmark,Europe,summer,5339616,298221000000,42430,,0.0008760418244,0.00595626288,0.0003299242765
2000,Sydney,DJI,Djibouti,Africa,summer,717584,769691783.4,23180,,0.0001177301133,0.0000153727826,0.0001802414501
2000,Sydney,DMA,Dominica,Americas,summer,69676,386098878.5,750,,0.00001143136326,0.000007711416762,0.00000583179843
2000,Sydney,DOM,Dominican Republic,Americas,summer,8562622,33416489318,48310,,0.001404822931,0.0006674157585,0.0003756455762
2000,Sydney,ECU,Ecuador,Americas,summer,12628596,46459371078,248360,,0.002071905223,0.000927916637,0.001931180611
2000,Sydney,EGY,Egypt,Africa,summer,69905988,136359000000,995450,,0.01146909614,0.002723450227,0.007740351663
2000,Sydney,SLV,El Salvador,Americas,summer,5867626,17772266173,20720,,0.0009626695601,0.0003549592058,0.0001611131513
2000,Sydney,GNQ,Equatorial Guinea,Africa,summer,614323,3369132140,28050,,0.0001007886413,0.00006729048828,0.0002181092613
2000,Sydney,ERI,Eritrea,Africa,summer,3392801,1939336012,101000,,0.0005566384507,0.00003873367436,0.0007853488552
2000,Sydney,EST,Estonia,Europe,summer,1396985,14121011169,42390,,0.0002291957489,0.000282033977,0.0003296132473
2000,Sydney,ETH,Ethiopia,Africa,summer,66537331,13074915713,1000000,,0.01091641887,0.0002611406813,0.00777573124
2000,Sydney,FJI,Fiji,Oceania,summer,811223,2689258982,18270,,0.0001330929559,0.00005371162141,0.0001420626098
2000,Sydney,FIN,Finland,Europe,summer,5176209,209380000000,304590,,0.0008492325245,0.004181872913,0.002368409978
2000,Sydney,FRA,France,Europe,summer,60912498,2346480000000,547567,,0.009993583036,0.04686541767,0.004257733828
2000,Sydney,GAB,Gabon,Africa,summer,1231122,12480561059,257670,,0.0002019835065,0.0002492698454,0.002003572669
2000,Sydney,GMB,Gambia,Africa,summer,1231844,653001999.7,10120,,0.0002021019611,0.00001304217869,0.00007869040015
2000,Sydney,GEO,Georgia,Asia,summer,4418300,6348564681,69490,,0.0007248865073,0.0001267976439,0.0005403355639
2000,Sydney,DEU,Germany,Europe,summer,82211508,3123910000000,348950,,0.01348799604,0.06239275294,0.002713341416
2000,Sydney,GHA,Ghana,Africa,summer,18938762,18355894240,227540,,0.00310717992,0.0003666158034,0.001769289886
