economy,time,SE.SEC.ENRR
LKA,YR1992,84.3495025634766
LKA,YR1996,
LKA,YR2000,
LKA,YR2004,
LKA,YR2008,
LKA,YR2012,99.4469680786133
LKA,YR2016,97.6288528442383
LMC,YR1992,42.4965286254883
LMC,YR1996,45.4761199951172
LMC,YR2000,47.2428512573242
LMC,YR2004,52.0598983764648
LMC,YR2008,57.1994590759277
LMC,YR2012,64.21484375
LMC,YR2016,68.8494567871094
LMY,YR1992,47.2536087036133
LMY,YR1996,51.855339050293
LMY,YR2000,54.5194511413574
LMY,YR2004,58.3010902404785
LMY,YR2008,64.2566528320313
LMY,YR2012,69.2855377197266
LMY,YR2016,71.8230133056641
LSO,YR1992,23.7516403198242
LSO,YR1996,27.5009708404541
LSO,YR2000,28.2828903198242
LSO,YR2004,35.9729385375977
LSO,YR2008,46.4424514770508
LSO,YR2012,62.1758804321289
LSO,YR2016,58.5193405151367
LTE,YR1992,58.0504684448242
LTE,YR1996,67.6802978515625
LTE,YR2000,71.1132125854492
LTE,YR2004,72.3787689208984
LTE,YR2008,83.0537414550781
LTE,YR2012,87.9449996948242
LTE,YR2016,88.0448226928711
LTU,YR1992,88.8399963378906
LTU,YR1996,87.6479873657227
LTU,YR2000,96.9156875610352
LTU,YR2004,103.009536743164
LTU,YR2008,106.108779907227
LTU,YR2012,106.17350769043
LTU,YR2016,107.42977142334
LUX,YR1992,68.932746887207
LUX,YR1996,88.043830871582
LUX,YR2000,97.0641937255859
LUX,YR2004,95.4637908935547
LUX,YR2008,97.4829711914063
LUX,YR2012,100.360717773438
LUX,YR2016,103.665161132813
LVA,YR1992,90.4628219604492
LVA,YR1996,87.078498840332
LVA,YR2000,90.0659713745117
LVA,YR2004,99.2952423095703
LVA,YR2008,104.897567749023
LVA,YR2012,106.344802856445
LVA,YR2016,111.296806335449
MAC,YR1992,72.3384780883789
MAC,YR1996,
MAC,YR2000,83.0893936157227
MAC,YR2004,87.0058898925781
MAC,YR2008,83.7853698730469
MAC,YR2012,92.0654602050781
MAC,YR2016,98.5565414428711
MAF,YR1992,
MAF,YR1996,
MAF,YR2000,
MAF,YR2004,
MAF,YR2008,
MAF,YR2012,
MAF,YR2016,
MAR,YR1992,36.3792381286621
MAR,YR1996,38.0743103027344
MAR,YR2000,38.6838417053223
MAR,YR2004,48.553108215332
MAR,YR2008,58.1975898742676
MAR,YR2012,69.7475662231445
MAR,YR2016,
MCO,YR1992,
MCO,YR1996,
MCO,YR2000,
MCO,YR2004,
MCO,YR2008,
MCO,YR2012,
MCO,YR2016,
MDA,YR1992,
MDA,YR1996,
MDA,YR2000,
MDA,YR2004,
MDA,YR2008,
MDA,YR2012,
MDA,YR2016,106.019912719727
MDG,YR1992,
MDG,YR1996,
MDG,YR2000,
MDG,YR2004,
MDG,YR2008,29.3614406585693
MDG,YR2012,38.1117401123047
MDG,YR2016,38.3115882873535
MDV,YR1992,
MDV,YR1996,56.1299095153809
MDV,YR2000,51.2945404052734
MDV,YR2004,67.873176574707
MDV,YR2008,
MDV,YR2012,
MDV,YR2016,
MEA,YR1992,56.6734809875488
MEA,YR1996,61.9941787719727
MEA,YR2000,68.5643768310547
MEA,YR2004,73.079948425293
MEA,YR2008,72.9237365722656
MEA,YR2012,79.1259002685547
MEA,YR2016,80.1065292358398
MEX,YR1992,54.8693199157715
MEX,YR1996,61.0874290466309
MEX,YR2000,71.7650299072266
MEX,YR2004,81.427490234375
MEX,YR2008,86.4275283813477
MEX,YR2012,90.6671981811523
MEX,YR2016,102.40406036377
MHL,YR1992,
MHL,YR1996,
MHL,YR2000,
MHL,YR2004,65.3695602416992
MHL,YR2008,76.8723068237305
MHL,YR2012,
MHL,YR2016,64.4405364990234
MIC,YR1992,49.2636604309082
MIC,YR1996,54.3310508728027
MIC,YR2000,57.1272811889648
MIC,YR2004,60.9826316833496
MIC,YR2008,67.4021301269531
MIC,YR2012,72.9719161987305
MIC,YR2016,76.2462997436523
MKD,YR1992,
MKD,YR1996,77.5651092529297
MKD,YR2000,81.3481979370117
MKD,YR2004,81.3191375732422
MKD,YR2008,81.2299270629883
MKD,YR2012,82.3908767700195
MKD,YR2016,
MLI,YR1992,8.27134037017822
MLI,YR1996,11.2752199172974
MLI,YR2000,17.4537200927734
MLI,YR2004,23.9939594268799
MLI,YR2008,33.731990814209
MLI,YR2012,
MLI,YR2016,42.9929809570313
MLT,YR1992,86.1426620483398
MLT,YR1996,85.4544067382813
MLT,YR2000,89.1839065551758
MLT,YR2004,104.503303527832
MLT,YR2008,100.209579467773
MLT,YR2012,94.0410308837891
MLT,YR2016,95.808219909668
MMR,YR1992,23.5173892974854
MMR,YR1996,
MMR,YR2000,36.8745307922363
MMR,YR2004,43.2648391723633
MMR,YR2008,48.5485610961914
MMR,YR2012,
MMR,YR2016,60.3156204223633
MNA,YR1992,55.9490013122559
MNA,YR1996,60.8267402648926
MNA,YR2000,67.2488098144531
MNA,YR2004,71.390739440918
MNA,YR2008,70.5184020996094
MNA,YR2012,76.3894271850586
MNA,YR2016,76.7328262329102
MNE,YR1992,
MNE,YR1996,
MNE,YR2000,
MNE,YR2004,93.4446029663086
MNE,YR2008,95.3827972412109
MNE,YR2012,93.1304626464844
MNE,YR2016,90.542106628418
MNG,YR1992,76.9515533447266
MNG,YR1996,63.4088897705078
MNG,YR2000,65.1174087524414
MNG,YR2004,87.8309936523438
MNG,YR2008,
MNG,YR2012,
MNG,YR2016,
MNP,YR1992,
MNP,YR1996,
MNP,YR2000,
MNP,YR2004,
MNP,YR2008,
MNP,YR2012,
MNP,YR2016,
MOZ,YR1992,7.02412986755371
MOZ,YR1996,
MOZ,YR2000,6.197350025177
MOZ,YR2004,11.0158596038818
MOZ,YR2008,20.5702209472656
MOZ,YR2012,25.5067901611328
MOZ,YR2016,
MRT,YR1992,13.4651002883911
MRT,YR1996,15.6457300186157
MRT,YR2000,17.8074893951416
MRT,YR2004,21.8564395904541
MRT,YR2008,19.086519241333
MRT,YR2012,27.2638301849365
MRT,YR2016,32.677188873291
MUS,YR1992,58.2124290466309
MUS,YR1996,66.7571334838867
MUS,YR2000,76.8169326782227
MUS,YR2004,85.9209976196289
MUS,YR2008,88.0479278564453
MUS,YR2012,92.9887084960938
MUS,YR2016,97.5402984619141
MWI,YR1992,19.7928791046143
MWI,YR1996,25.8281898498535
MWI,YR2000,31.2888298034668
MWI,YR2004,28.1863193511963
MWI,YR2008,32.1334381103516
MWI,YR2012,35.3196411132813
MWI,YR2016,39.1752510070801
MYS,YR1992,65.6116333007813
MYS,YR1996,66.4293518066406
MYS,YR2000,77.4147415161133
MYS,YR2004,84.1285095214844
MYS,YR2008,77.1108703613281
MYS,YR2012,81.475456237793
MYS,YR2016,84.7084732055664
NAC,YR1992,94.8580780029297
NAC,YR1996,97.4037094116211
NAC,YR2000,94.7804565429688
NAC,YR2004,95.6905212402344
NAC,YR2008,95.6517715454102
NAC,YR2012,97.2088470458984
NAC,YR2016,99.944580078125
NAM,YR1992,47.6461715698242
NAM,YR1996,54.6721611022949
NAM,YR2000,59.337329864502
NAM,YR2004,63.1458892822266
NAM,YR2008,
NAM,YR2012,
NAM,YR2016,
NCL,YR1992,
NCL,YR1996,
NCL,YR2000,
NCL,YR2004,
NCL,YR2008,
NCL,YR2012,
NCL,YR2016,
NER,YR1992,6.33871984481812
NER,YR1996,6.39070987701416
NER,YR2000,6.59191989898682
NER,YR2004,8.70656967163086
NER,YR2008,10.913610458374
NER,YR2012,15.0593395233154
NER,YR2016,23.1249694824219
NGA,YR1992,
NGA,YR1996,
NGA,YR2000,24.6094093322754
NGA,YR2004,34.9974784851074
NGA,YR2008,35.3861808776855
NGA,YR2012,47.1807708740234
NGA,YR2016,42.0025405883789
NIC,YR1992,43.0682601928711
NIC,YR1996,
NIC,YR2000,52.6750106811523
NIC,YR2004,65.1149673461914
NIC,YR2008,71.7634124755859
NIC,YR2012,
NIC,YR2016,
NLD,YR1992,121.039779663086
NLD,YR1996,137.37646484375
NLD,YR2000,122.41854095459
NLD,YR2004,118.177993774414
NLD,YR2008,120.442031860352
NLD,YR2012,128.992492675781
NLD,YR2016,132.691650390625
NOR,YR1992,105.393981933594
NOR,YR1996,115.603889465332
NOR,YR2000,116.063636779785
NOR,YR2004,115.380111694336
NOR,YR2008,112.574913024902
NOR,YR2012,110.570426940918
NOR,YR2016,116.227989196777
NPL,YR1992,37.4056396484375
NPL,YR1996,43.9580307006836
NPL,YR2000,35.7619018554688
NPL,YR2004,
NPL,YR2008,51.0394401550293
NPL,YR2012,63.7487983703613
NPL,YR2016,70.7767486572266
NRU,YR1992,
NRU,YR1996,
NRU,YR2000,49.1827583312988
NRU,YR2004,41.8106994628906
NRU,YR2008,65.8595581054688
NRU,YR2012,76.6423416137695
NRU,YR2016,82.7356109619141
NZL,YR1992,94.2658920288086
NZL,YR1996,115.629287719727
NZL,YR2000,110.762268066406
NZL,YR2004,116.586776733398
NZL,YR2008,117.098358154297
NZL,YR2012,117.106132507324
NZL,YR2016,114.359687805176
OED,YR1992,87.076301574707
OED,YR1996,92.9059677124023
OED,YR2000,93.8014526367188
OED,YR2004,96.6755065917969
OED,YR2008,98.0885162353516
OED,YR2012,99.0509414672852
OED,YR2016,105.35627746582
OMN,YR1992,51.6509590148926
OMN,YR1996,68.2229232788086
OMN,YR2000,78.2326736450195
OMN,YR2004,
OMN,YR2008,94.1732788085938
OMN,YR2012,100.039672851563
OMN,YR2016,107.582679748535
OSS,YR1992,46.373779296875
OSS,YR1996,50.6667709350586
OSS,YR2000,53.8599395751953
OSS,YR2004,60.0230903625488
OSS,YR2008,63.6762313842773
OSS,YR2012,66.8086471557617
OSS,YR2016,68.5529174804688
PAK,YR1992,28.3282108306885
PAK,YR1996,
PAK,YR2000,
PAK,YR2004,24.6910705566406
PAK,YR2008,33.0370292663574
PAK,YR2012,34.904899597168
PAK,YR2016,40.9597702026367
PAN,YR1992,59.5183410644531
PAN,YR1996,63.5157203674316
PAN,YR2000,64.8781433105469
PAN,YR2004,67.8367309570313
PAN,YR2008,68.7869720458984
PAN,YR2012,
PAN,YR2016,81.9328918457031
PER,YR1992,65.413932800293
PER,YR1996,69.8867721557617
PER,YR2000,80.7680282592773
PER,YR2004,81.7698211669922
PER,YR2008,88.2215194702148
PER,YR2012,93.1726837158203
PER,YR2016,101.962867736816
PHL,YR1992,73.0001678466797
PHL,YR1996,76.3930282592773
PHL,YR2000,
PHL,YR2004,83.3308334350586
PHL,YR2008,81.9643783569336
PHL,YR2012,
PHL,YR2016,88.455810546875
PLW,YR1992,
PLW,YR1996,
PLW,YR2000,91.2626037597656
PLW,YR2004,90.5216979980469
PLW,YR2008,
PLW,YR2012,
PLW,YR2016,
PNG,YR1992,10.5279903411865
PNG,YR1996,
PNG,YR2000,
PNG,YR2004,
PNG,YR2008,
PNG,YR2012,38.6699485778809
PNG,YR2016,
POL,YR1992,88.0329132080078
POL,YR1996,93.9168930053711
POL,YR2000,100.102142333984
POL,YR2004,97.554313659668
POL,YR2008,97.1499481201172
POL,YR2012,96.2134094238281
POL,YR2016,108.604331970215
PRE,YR1992,20.49342918396
PRE,YR1996,21.1041698455811
PRE,YR2000,22.6498508453369
PRE,YR2004,28.1737403869629
PRE,YR2008,33.3703994750977
PRE,YR2012,39.9341506958008
PRE,YR2016,41.2772407531738
PRI,YR1992,
PRI,YR1996,
PRI,YR2000,
PRI,YR2004,
PRI,YR2008,
PRI,YR2012,83.7782592773438
PRI,YR2016,
PRK,YR1992,
PRK,YR1996,
PRK,YR2000,
PRK,YR2004,
PRK,YR2008,
PRK,YR2012,
PRK,YR2016,
PRT,YR1992,77.607307434082
PRT,YR1996,105.971328735352
PRT,YR2000,104.743621826172
PRT,YR2004,95.0665512084961
PRT,YR2008,103.69303894043
PRT,YR2012,108.715896606445
PRT,YR2016,118.024841308594
PRY,YR1992,32.9800491333008
PRY,YR1996,43.7291717529297
PRY,YR2000,61.5051307678223
PRY,YR2004,66.2343826293945
PRY,YR2008,66.4282989501953
PRY,YR2012,75.9110488891602
PRY,YR2016,
PSE,YR1992,
PSE,YR1996,70.6840515136719
PSE,YR2000,78.3191604614258
PSE,YR2004,88.5161819458008
PSE,YR2008,88.6958236694336
PSE,YR2012,83.9443283081055
PSE,YR2016,87.0266723632813
PSS,YR1992,65.691276550293
PSS,YR1996,65.5154037475586
PSS,YR2000,62.6913604736328
PSS,YR2004,69.7085571289063
PSS,YR2008,71.7725067138672
PSS,YR2012,74.1180725097656
PSS,YR2016,
PST,YR1992,95.657829284668
PST,YR1996,101.665786743164
PST,YR2000,100.07878112793
PST,YR2004,100.791839599609
PST,YR2008,101.100059509277
PST,YR2012,102.219703674316
PST,YR2016,105.99324798584
PYF,YR1992,73.8380508422852
PYF,YR1996,
PYF,YR2000,
PYF,YR2004,
PYF,YR2008,
PYF,YR2012,
PYF,YR2016,
QAT,YR1992,80.831169128418
QAT,YR1996,91.8642272949219
QAT,YR2000,91.3791809082031
QAT,YR2004,101.982841491699
QAT,YR2008,
QAT,YR2012,
QAT,YR2016,
ROU,YR1992,81.9520111083984
ROU,YR1996,75.1225891113281
ROU,YR2000,79.7761306762695
ROU,YR2004,81.6638107299805
ROU,YR2008,92.8912963867188
ROU,YR2012,97.5162811279297
ROU,YR2016,91.1448211669922
RUS,YR1992,94.2744674682617
RUS,YR1996,91.4748382568359
RUS,YR2000,
RUS,YR2004,85.3164291381836
RUS,YR2008,83.1272430419922
RUS,YR2012,95.6072006225586
RUS,YR2016,102.396697998047
RWA,YR1992,15.5050601959229
RWA,YR1996,
RWA,YR2000,11.4137697219849
RWA,YR2004,15.713939666748
RWA,YR2008,21.9730606079102
RWA,YR2012,38.3079795837402
RWA,YR2016,37.2718887329102
SAS,YR1992,40.3499412536621
SAS,YR1996,42.8894081115723
SAS,YR2000,43.0969505310059
SAS,YR2004,47.8397483825684
SAS,YR2008,55.5133895874023
SAS,YR2012,63.3757591247559
SAS,YR2016,70.0700912475586
SAU,YR1992,
SAU,YR1996,
SAU,YR2000,
SAU,YR2004,
SAU,YR2008,
SAU,YR2012,
SAU,YR2016,112.33911895752
SDN,YR1992,
SDN,YR1996,
SDN,YR2000,
SDN,YR2004,39.0741310119629
SDN,YR2008,38.2803382873535
SDN,YR2012,41.232738494873
SDN,YR2016,44.1319389343262
SEN,YR1992,15.7048902511597
SEN,YR1996,14.8124704360962
SEN,YR2000,15.7028903961182
SEN,YR2004,20.2970905303955
SEN,YR2008,30.3192291259766
SEN,YR2012,45.3323097229004
SEN,YR2016,
SGP,YR1992,
SGP,YR1996,
SGP,YR2000,
SGP,YR2004,
SGP,YR2008,
SGP,YR2012,
SGP,YR2016,107.859008789063
SLB,YR1992,15.7819995880127
SLB,YR1996,
SLB,YR2000,20.5197105407715
SLB,YR2004,
SLB,YR2008,
SLB,YR2012,48.3193817138672
SLB,YR2016,
SLE,YR1992,
SLE,YR1996,
SLE,YR2000,
SLE,YR2004,
SLE,YR2008,
SLE,YR2012,43.9980201721191
SLE,YR2016,41.4299392700195
SLV,YR1992,41.8448295593262
SLV,YR1996,
SLV,YR2000,58.3269500732422
SLV,YR2004,68.7162704467773
SLV,YR2008,66.17138671875
SLV,YR2012,73.4241180419922
SLV,YR2016,73.9627304077148
SMR,YR1992,
SMR,YR1996,
SMR,YR2000,
SMR,YR2004,
SMR,YR2008,
SMR,YR2012,
SMR,YR2016,
SOM,YR1992,
SOM,YR1996,
SOM,YR2000,
SOM,YR2004,
SOM,YR2008,
SOM,YR2012,
SOM,YR2016,
SRB,YR1992,
SRB,YR1996,
SRB,YR2000,91.1882629394531
SRB,YR2004,88.1681365966797
SRB,YR2008,90.4638137817383
SRB,YR2012,94.1696166992188
SRB,YR2016,96.234733581543
SSA,YR1992,23.2903804779053
SSA,YR1996,24.3428802490234
SSA,YR2000,25.8846607208252
SSA,YR2004,31.0921993255615
SSA,YR2008,36.0447387695313
SSA,YR2012,41.9762382507324
SSA,YR2016,43.1312599182129
SSD,YR1992,
SSD,YR1996,
SSD,YR2000,
SSD,YR2004,
SSD,YR2008,
SSD,YR2012,
SSD,YR2016,
SSF,YR1992,23.300199508667
SSF,YR1996,24.3514595031738
SSF,YR2000,25.8904399871826
SSF,YR2004,31.0967807769775
SSF,YR2008,36.048511505127
SSF,YR2012,41.9792785644531
SSF,YR2016,43.1338081359863
SST,YR1992,54.318000793457
SST,YR1996,58.2192192077637
SST,YR2000,60.5722312927246
SST,YR2004,65.8610076904297
SST,YR2008,68.9006729125977
SST,YR2012,71.0182571411133
SST,YR2016,71.9316787719727
STP,YR1992,
STP,YR1996,
STP,YR2000,
STP,YR2004,39.2564392089844
STP,YR2008,45.0854797363281
STP,YR2012,58.084098815918
STP,YR2016,83.1942672729492
SUR,YR1992,63.3897018432617
SUR,YR1996,
SUR,YR2000,
SUR,YR2004,
SUR,YR2008,69.6211929321289
SUR,YR2012,72.0744705200195
SUR,YR2016,
SVK,YR1992,
SVK,YR1996,90.9701690673828
SVK,YR2000,85.6171493530273
SVK,YR2004,92.5690536499023
SVK,YR2008,91.7408981323242
SVK,YR2012,92.5960006713867
SVK,YR2016,91.2523422241211
SVN,YR1992,88.3000793457031
SVN,YR1996,90.1096801757813
SVN,YR2000,100.951461791992
SVN,YR2004,97.1886215209961
SVN,YR2008,98.798713684082
SVN,YR2012,98.3604202270508
SVN,YR2016,115.930107116699
SWE,YR1992,91.64208984375
SWE,YR1996,135.176467895508
SWE,YR2000,151.851165771484
SWE,YR2004,103.292808532715
SWE,YR2008,101.303497314453
SWE,YR2012,98.1422500610352
SWE,YR2016,144.90934753418
SWZ,YR1992,48.0404586791992
SWZ,YR1996,45.8353805541992
SWZ,YR2000,43.8382186889648
SWZ,YR2004,51.0947914123535
SWZ,YR2008,
SWZ,YR2012,69.5796279907227
SWZ,YR2016,82.4122085571289
SXM,YR1992,
SXM,YR1996,
SXM,YR2000,
SXM,YR2004,
SXM,YR2008,
SXM,YR2012,102.299247741699
SXM,YR2016,
SYC,YR1992,113.148490905762
SYC,YR1996,114.380889892578
SYC,YR2000,72.9001617431641
SYC,YR2004,74.8871307373047
SYC,YR2008,76.4347763061523
SYC,YR2012,81.3042068481445
SYC,YR2016,82.2310791015625
SYR,YR1992,46.0008888244629
SYR,YR1996,41.9156684875488
SYR,YR2000,43.8478012084961
SYR,YR2004,66.2685089111328
SYR,YR2008,72.015022277832
SYR,YR2012,77.8703308105469
SYR,YR2016,
TCA,YR1992,
TCA,YR1996,
TCA,YR2000,69.8524703979492
TCA,YR2004,74.2765274047852
TCA,YR2008,
TCA,YR2012,
TCA,YR2016,
TCD,YR1992,
TCD,YR1996,8.45131969451904
TCD,YR2000,10.7667398452759
TCD,YR2004,15.163519859314
TCD,YR2008,20.9453105926514
TCD,YR2012,22.3210906982422
TCD,YR2016,22.5566005706787
TEA,YR1992,42.4311294555664
TEA,YR1996,53.5514106750488
TEA,YR2000,58.8571701049805
TEA,YR2004,63.9122009277344
TEA,YR2008,76.5579528808594
TEA,YR2012,82.5143814086914
TEA,YR2016,81.7504425048828
TEC,YR1992,86.6300964355469
TEC,YR1996,85.3640670776367
TEC,YR2000,88.5993728637695
TEC,YR2004,89.3469085693359
TEC,YR2008,89.0812377929688
TEC,YR2012,92.3830184936523
TEC,YR2016,99.2115173339844
TGO,YR1992,20.2188396453857
TGO,YR1996,23.6093006134033
TGO,YR2000,32.0314102172852
TGO,YR2004,43.4335098266602
TGO,YR2008,
TGO,YR2012,
TGO,YR2016,
THA,YR1992,33.4427909851074
THA,YR1996,54.1887283325195
THA,YR2000,
THA,YR2004,68.3514862060547
THA,YR2008,79.2197723388672
THA,YR2012,83.7614593505859
THA,YR2016,118.625907897949
TJK,YR1992,100.34831237793
TJK,YR1996,
TJK,YR2000,72.8841781616211
TJK,YR2004,80.4571380615234
TJK,YR2008,83.4859619140625
TJK,YR2012,87.0531311035156
TJK,YR2016,
TKM,YR1992,
TKM,YR1996,
TKM,YR2000,
TKM,YR2004,
TKM,YR2008,
TKM,YR2012,
TKM,YR2016,
TLA,YR1992,77.5175170898438
TLA,YR1996,80.4185562133789
TLA,YR2000,85.3035202026367
TLA,YR2004,86.408317565918
TLA,YR2008,87.2061080932617
TLA,YR2012,89.4278182983398
TLA,YR2016,95.7614822387695
TLS,YR1992,
TLS,YR1996,
TLS,YR2000,
TLS,YR2004,56.1805992126465
TLS,YR2008,51.4811782836914
TLS,YR2012,66.7929534912109
TLS,YR2016,77.0140075683594
TMN,YR1992,55.7893218994141
TMN,YR1996,60.698600769043
TMN,YR2000,67.091796875
TMN,YR2004,71.1173782348633
TMN,YR2008,70.186279296875
TMN,YR2012,76.2372207641602
TMN,YR2016,76.5101318359375
TON,YR1992,
TON,YR1996,
TON,YR2000,106.637298583984
TON,YR2004,104.638328552246
TON,YR2008,102.43628692627
TON,YR2012,94.5268478393555
TON,YR2016,
TSA,YR1992,40.3499412536621
TSA,YR1996,42.8894081115723
TSA,YR2000,43.0969505310059
TSA,YR2004,47.8397483825684
TSA,YR2008,55.5133895874023
TSA,YR2012,63.3757591247559
TSA,YR2016,70.0700912475586
TSS,YR1992,23.300199508667
TSS,YR1996,24.3514595031738
TSS,YR2000,25.8904399871826
TSS,YR2004,31.0967807769775
TSS,YR2008,36.048511505127
TSS,YR2012,41.9792785644531
TSS,YR2016,43.1338081359863
TTO,YR1992,79.7001190185547
TTO,YR1996,
TTO,YR2000,
TTO,YR2004,85.5122299194336
TTO,YR2008,
TTO,YR2012,
TTO,YR2016,
TUN,YR1992,46.1770515441895
TUN,YR1996,60.4523391723633
TUN,YR2000,74.4840469360352
TUN,YR2004,81.4726867675781
TUN,YR2008,92.3883972167969
TUN,YR2012,
TUN,YR2016,92.8657989501953
TUR,YR1992,54.4491195678711
TUR,YR1996,
TUR,YR2000,73.6004409790039
TUR,YR2004,86.8576736450195
TUR,YR2008,88.5184326171875
TUR,YR2012,85.1846923828125
TUR,YR2016,102.740531921387
TUV,YR1992,
TUV,YR1996,
TUV,YR2000,
TUV,YR2004,
TUV,YR2008,
TUV,YR2012,
TUV,YR2016,71.0309906005859
TZA,YR1992,5.39730978012085
TZA,YR1996,5.28340005874634
TZA,YR2000,
TZA,YR2004,
TZA,YR2008,
TZA,YR2012,
TZA,YR2016,26.7144603729248
UGA,YR1992,10.3243999481201
UGA,YR1996,
UGA,YR2000,
UGA,YR2004,19.3705902099609
UGA,YR2008,
UGA,YR2012,
UGA,YR2016,
UKR,YR1992,91.0639801025391
UKR,YR1996,
UKR,YR2000,102.056488037109
UKR,YR2004,100.305381774902
UKR,YR2008,96.1399230957031
UKR,YR2012,96.4441833496094
UKR,YR2016,
UMC,YR1992,57.93798828125
UMC,YR1996,67.1642837524414
UMC,YR2000,71.3042221069336
UMC,YR2004,73.4106369018555
UMC,YR2008,84.0471115112305
UMC,YR2012,88.7682495117188
UMC,YR2016,90.3058166503906
URY,YR1992,82.6508026123047
URY,YR1996,85.8451766967773
URY,YR2000,98.2286224365234
URY,YR2004,106.989768981934
URY,YR2008,87.7600402832031
URY,YR2012,107.600128173828
URY,YR2016,115.955116271973
USA,YR1992,
USA,YR1996,96.5442962646484
USA,YR2000,
USA,YR2004,
USA,YR2008,
USA,YR2012,
USA,YR2016,98.7699279785156
UZB,YR1992,98.2055435180664
UZB,YR1996,
UZB,YR2000,88.1154403686523
UZB,YR2004,97.8404922485352
UZB,YR2008,88.2079620361328
UZB,YR2012,92.0822525024414
UZB,YR2016,92.6066207885742
VCT,YR1992,
VCT,YR1996,
VCT,YR2000,82.5078887939453
VCT,YR2004,94.2103805541992
VCT,YR2008,109.479919433594
VCT,YR2012,101.927223205566
VCT,YR2016,106.685653686523
VEN,YR1992,56.1492385864258
VEN,YR1996,
VEN,YR2000,60.460750579834
VEN,YR2004,72.190788269043
VEN,YR2008,81.6945419311523
VEN,YR2012,85.8901062011719
VEN,YR2016,87.934211730957
VGB,YR1992,88.0434799194336
VGB,YR1996,
VGB,YR2000,98.7597885131836
VGB,YR2004,105.959030151367
VGB,YR2008,
VGB,YR2012,96.6386566162109
VGB,YR2016,92.3286437988281
VIR,YR1992,107.124641418457
VIR,YR1996,
VIR,YR2000,
VIR,YR2004,
VIR,YR2008,
VIR,YR2012,
VIR,YR2016,
VNM,YR1992,
VNM,YR1996,
VNM,YR2000,
VNM,YR2004,
VNM,YR2008,
VNM,YR2012,
VNM,YR2016,
VUT,YR1992,
VUT,YR1996,
VUT,YR2000,34.6617088317871
VUT,YR2004,42.7503318786621
VUT,YR2008,
VUT,YR2012,
VUT,YR2016,
WLD,YR1992,53.7591285705566
WLD,YR1996,58.1705894470215
WLD,YR2000,59.9287300109863
WLD,YR2004,63.1619987487793
WLD,YR2008,68.5710067749023
WLD,YR2012,73.0726165771484
WLD,YR2016,75.6849975585938
WSM,YR1992,
WSM,YR1996,74.4161376953125
WSM,YR2000,78.4804229736328
WSM,YR2004,83.6348266601563
WSM,YR2008,
WSM,YR2012,88.4292068481445
WSM,YR2016,93.2581405639648
XKX,YR1992,
XKX,YR1996,
XKX,YR2000,
XKX,YR2004,
XKX,YR2008,
XKX,YR2012,
XKX,YR2016,
YEM,YR1992,
YEM,YR1996,
YEM,YR2000,
YEM,YR2004,48.0528602600098
YEM,YR2008,43.0162086486816
YEM,YR2012,46.9127807617188
YEM,YR2016,51.580680847168
ZAF,YR1992,
ZAF,YR1996,
ZAF,YR2000,81.0329971313477
ZAF,YR2004,85.9694290161133
ZAF,YR2008,90.8973999023438
ZAF,YR2012,98.8268585205078
ZAF,YR2016,107.176948547363
ZMB,YR1992,
ZMB,YR1996,
ZMB,YR2000,
ZMB,YR2004,
ZMB,YR2008,
ZMB,YR2012,
ZMB,YR2016,
ZWE,YR1992,40.2680206298828
ZWE,YR1996,42.3878898620605
ZWE,YR2000,45.2213897705078
ZWE,YR2004,
ZWE,YR2008,
ZWE,YR2012,51.5509910583496
ZWE,YR2016,
