economy,time,CC.EST,GE.EST,PV.EST,RQ.EST,VA.EST
BRN,YR2000,0.352338552474976,0.866731762886047,1.30202329158783,0.942103505134583,-0.712918996810913
BRN,YR2004,0.394488990306854,0.224801152944565,1.36943471431732,1.1962434053421,-0.797836303710938
BRN,YR2008,0.482722252607346,0.880291998386383,1.12561905384064,0.783945679664612,-1.01813435554504
BRN,YR2012,0.538632571697235,0.837379038333893,0.909327208995819,1.14550006389618,-0.506374061107636
BRN,YR2016,0.562653183937073,1.07920169830322,1.15417206287384,0.589656472206116,-0.900963008403778
BTN,YR1996,0.942838490009308,0.644922494888306,0.724004507064819,-0.411945343017578,-0.952189922332764
BTN,YR2000,0.574339628219604,0.618822574615479,0.491936683654785,-0.428554445505142,-1.11235654354095
BTN,YR2004,0.893403232097626,0.124785840511322,1.17205035686493,-0.915191173553467,-0.965037107467651
BTN,YR2008,0.912390053272247,0.318026304244995,0.720669388771057,-0.765467464923859,-0.505405187606812
BTN,YR2012,0.953947246074677,0.553633213043213,0.776309490203857,-1.09300851821899,-0.280920058488846
BTN,YR2016,1.14327704906464,0.555250704288483,1.1232967376709,-0.674993693828583,-0.0258919056504965
BWA,YR1996,0.8179612159729,0.556376993656158,1.01524519920349,0.650729417800903,0.86250102519989
BWA,YR2000,0.858368933200836,0.420466750860214,1.07435250282288,0.796799182891846,0.674277007579803
BWA,YR2004,0.875725924968719,0.598901510238647,0.916688740253448,0.763184726238251,0.735869944095612
BWA,YR2008,1.02252972126007,0.517145454883575,1.03310561180115,0.644565641880035,0.51350462436676
BWA,YR2012,0.90651535987854,0.421417683362961,1.10404145717621,0.692556440830231,0.53296971321106
BWA,YR2016,0.900315821170807,0.528043210506439,0.99456000328064,0.736300766468048,0.403236478567123
CAF,YR1996,-1.14093124866486,-1.40605127811432,-1.21172964572906,-0.891484022140503,-0.827540695667267
CAF,YR2000,-1.19889616966248,-1.41228187084198,-1.12044250965118,-0.900468170642853,-0.670608699321747
CAF,YR2004,-1.47727310657501,-1.32987952232361,-1.42424488067627,-1.20109069347382,-1.30935919284821
CAF,YR2008,-1.13727676868439,-1.38006794452667,-1.84381413459778,-1.19405424594879,-0.988077700138092
CAF,YR2012,-1.0055319070816,-1.4573860168457,-1.85292291641235,-1.07314610481262,-1.24113500118256
CAF,YR2016,-1.28009390830994,-1.7859103679657,-1.78926682472229,-1.40737843513489,-1.08035552501678
CAN,YR1996,2.03140759468079,1.74236369132996,1.23405170440674,1.48829090595245,1.56633579730988
CAN,YR2000,2.04931902885437,1.84907865524292,1.16752684116364,1.46447455883026,1.53196537494659
CAN,YR2004,1.80586624145508,1.90024209022522,0.87644749879837,1.61642110347748,1.66845452785492
CAN,YR2008,1.98772144317627,1.78187453746796,1.0413726568222,1.65094351768494,1.40752851963043
CAN,YR2012,1.91890442371368,1.75665128231049,1.11301624774933,1.70719468593597,1.43750536441803
CAN,YR2016,1.98477900028229,1.77425181865692,1.25605857372284,1.73572981357574,1.44514811038971
CHE,YR1996,1.98697578907013,1.75708055496216,1.45682156085968,1.55765902996063,1.42448508739471
CHE,YR2000,2.04835367202759,1.95634055137634,1.57881200313568,1.79224491119385,1.41334688663483
CHE,YR2004,1.98526263237,2.15803837776184,1.22733986377716,1.63682568073273,1.69253361225128
CHE,YR2008,2.10857200622559,2.02693128585815,1.22224521636963,1.56200671195984,1.51682984828949
CHE,YR2012,2.13839817047119,1.88250148296356,1.41833603382111,1.65106618404388,1.64012205600739
CHE,YR2016,1.98323488235474,2.00065541267395,1.3062903881073,1.90890896320343,1.53184378147125
CHL,YR1996,1.4541187286377,1.33797693252563,0.676454544067383,1.542760014534,0.722760617733002
CHL,YR2000,1.54021811485291,1.00555968284607,0.485464155673981,1.4047327041626,0.888868987560272
CHL,YR2004,1.30585932731628,1.12516188621521,0.691341698169708,1.36798417568207,1.22528505325317
CHL,YR2008,1.31798684597015,1.06749355792999,0.431912958621979,1.50248491764069,1.01350831985474
CHL,YR2012,1.54359126091003,1.18497562408447,0.331102102994919,1.53619813919067,1.07694518566132
CHL,YR2016,1.05697798728943,0.864224791526794,0.41311052441597,1.37199866771698,0.995688796043396
CHN,YR1996,-0.271189510822296,-0.348653882741928,-0.0978488251566887,-0.266652703285217,-1.36154520511627
CHN,YR2000,-0.208548709750175,-0.158842876553535,-0.20991687476635,-0.324955195188522,-1.38408052921295
CHN,YR2004,-0.565061569213867,-0.125968366861343,-0.39068067073822,-0.346228837966919,-1.4624639749527
CHN,YR2008,-0.526307642459869,0.153617858886719,-0.49308842420578,-0.21839340031147,-1.69949722290039
CHN,YR2012,-0.438275933265686,0.000691474939230829,-0.538782060146332,-0.28433284163475,-1.63794147968292
CHN,YR2016,-0.243200898170471,0.377766102552414,-0.499395042657852,-0.303584039211273,-1.55957043170929
CIV,YR1996,-0.260566830635071,-0.260978221893311,0.0334169194102287,-0.398577004671097,-0.583225548267365
CIV,YR2000,-0.777199268341064,-1.00785183906555,-1.24080407619476,-0.554069459438324,-0.93240624666214
CIV,YR2004,-1.24132347106934,-1.27371501922607,-2.11492109298706,-1.03201699256897,-1.21964883804321
CIV,YR2008,-1.11905133724213,-1.25018310546875,-1.80406737327576,-0.929746806621552,-1.167560338974
CIV,YR2012,-0.838509380817413,-1.11026895046234,-1.26346111297607,-0.776178419589996,-0.777749955654144
CIV,YR2016,-0.532950341701508,-0.703345537185669,-0.907559335231781,-0.412956237792969,-0.309734553098679
CMR,YR1996,-1.33498477935791,-1.08020269870758,-0.956391930580139,-1.12234926223755,-0.938624918460846
CMR,YR2000,-1.32529211044312,-0.823291063308716,-0.564015805721283,-0.820246458053589,-1.06040692329407
CMR,YR2004,-1.12543630599976,-0.80587762594223,-0.359356343746185,-0.720635175704956,-0.974191248416901
CMR,YR2008,-1.03422832489014,-0.823444545269012,-0.552110910415649,-0.818746328353882,-1.06779563426971
CMR,YR2012,-1.27243947982788,-0.902539670467377,-0.588517427444458,-0.931122064590454,-1.02158093452454
CMR,YR2016,-1.15826404094696,-0.782967507839203,-1.06213688850403,-0.799411177635193,-1.03098773956299
COD,YR1996,-1.64785194396973,-1.64999783039093,-2.68281292915344,-1.7562267780304,-1.60094857215881
COD,YR2000,-1.4591748714447,-1.79194414615631,-2.47423815727234,-1.84316194057465,-1.73355114459991
COD,YR2004,-1.44469392299652,-1.42920672893524,-2.38776421546936,-1.66842377185822,-1.69705295562744
COD,YR2008,-1.26119422912598,-1.64381098747253,-2.00307631492615,-1.28233397006989,-1.38789105415344
COD,YR2012,-1.32971084117889,-1.64531707763672,-2.08589291572571,-1.4796302318573,-1.48108160495758
COD,YR2016,-1.34874749183655,-1.5210725069046,-2.23462152481079,-1.31146645545959,-1.41219067573547
COG,YR1996,-0.860740303993225,-1.16929292678833,-1.22494494915009,-1.22748148441315,-0.827253401279449
COG,YR2000,-0.943886816501617,-1.15075349807739,-0.922982037067413,-1.2032698392868,-1.43007302284241
COG,YR2004,-1.03629004955292,-1.06116378307343,-1.19059777259827,-1.00858783721924,-0.964100897312164
COG,YR2008,-1.19324886798859,-1.22476422786713,-0.721322357654572,-1.22255659103394,-1.15545642375946
COG,YR2012,-1.22975122928619,-1.17445254325867,-0.489689856767654,-1.35431361198425,-1.15513336658478
COG,YR2016,-1.21016526222229,-1.1091136932373,-0.519269526004791,-1.19732940196991,-1.16132199764252
COK,YR1996,,,,,
COK,YR2000,,,,,
COK,YR2004,,,,,
COK,YR2008,,,,,
COK,YR2012,-0.225727722048759,-0.999131679534912,,-1.14128661155701,-0.476738810539246
COK,YR2016,,,,,
COL,YR1996,-0.512254357337952,-0.45862889289856,-1.64785850048065,-0.105487652122974,-0.510942339897156
COL,YR2000,-0.406262516975403,-0.403075814247131,-1.60896074771881,0.0915148556232452,-0.438140958547592
COL,YR2004,-0.140631452202797,-0.212078556418419,-2.27122640609741,-0.0864163339138031,-0.318785130977631
COL,YR2008,-0.261542618274689,-0.0219460409134626,-1.85346233844757,0.272389978170395,-0.165922626852989
COL,YR2012,-0.422298341989517,0.000233644808758982,-1.40181040763855,0.326594680547714,-0.0639913454651833
COL,YR2016,-0.360338538885117,-0.00710379332304001,-0.882459342479706,0.348109424114227,0.121845424175262
COM,YR1996,-0.998565018177032,-1.6624231338501,0.507538914680481,-1.13125324249268,-0.42399662733078
COM,YR2000,-0.962091505527496,-1.15839385986328,0.022758649662137,-1.13642501831055,-1.03263914585114
COM,YR2004,-0.864246010780334,-1.31176030635834,-0.163161784410477,-1.41038632392883,-0.518591582775116
COM,YR2008,-0.77248740196228,-1.75246965885162,-1.10721170902252,-1.46228051185608,-0.287370532751083
COM,YR2012,-0.781551659107208,-1.6020599603653,-0.452308028936386,-1.38660228252411,-0.466148853302002
COM,YR2016,-0.685008645057678,-1.63926291465759,0.0357599034905434,-1.0888671875,-0.290625661611557
CPV,YR1996,1.14333736896515,,1.03555142879486,-0.53226763010025,0.937576174736023
CPV,YR2000,1.12715709209442,,1.22359979152679,-0.0163649544119835,0.803981602191925
CPV,YR2004,0.338964372873306,-0.347772747278214,1.03930127620697,-0.462027728557587,0.649413287639618
CPV,YR2008,0.900168597698212,-0.0293683260679245,0.81338632106781,-0.188693180680275,0.937762975692749
CPV,YR2012,0.885680317878723,0.0531910918653011,0.809086382389069,0.0197162088006735,0.938719630241394
CPV,YR2016,0.862223923206329,0.137604638934135,0.886215627193451,-0.183302491903305,0.974187254905701
CRI,YR1996,0.696142435073853,0.468430697917938,0.753051400184631,0.551819324493408,1.07736361026764
CRI,YR2000,0.69860851764679,0.262206673622131,0.868542313575745,0.697727382183075,1.09469890594482
CRI,YR2004,0.284917920827866,0.209957852959633,0.631576538085938,0.546658217906952,0.971273601055145
