year,c1,c2,c3,c4,iso_country,c5,c6,c7,c8,c9,c10,c11
2008,Beijing,Running,Track and Field,ETH,ETH,Ethiopia,Africa,Women,Single,5000M,Silver,summer
2008,Beijing,Running,Track and Field,ETH,ETH,Ethiopia,Africa,Women,Single,5000M,Gold,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Women,Single,5000M,Bronze,summer
2008,Beijing,Walk Race,Track and Field,RUS,RUS,Russia,Europe,Men,Single,50KM Race Walk,Bronze,summer
2008,Beijing,Walk Race,Track and Field,ITA,ITA,Italy,Europe,Men,Single,50KM Race Walk,Gold,summer
2008,Beijing,Walk Race,Track and Field,AUS,AUS,Australia,Oceania,Men,Single,50KM Race Walk,Silver,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Men,Single,800M,Bronze,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Men,Single,800M,Gold,summer
2008,Beijing,Running,Track and Field,SUD,SDN,Sudan,Africa,Men,Single,800M,Silver,summer
2008,Beijing,Running,Track and Field,MAR,MAR,Morocco,Africa,Women,Single,800M,Bronze,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Women,Single,800M,Gold,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Women,Single,800M,Silver,summer
2008,Beijing,Decathlon,Track and Field,CUB,CUB,Cuba,Americas,Men,Single,Decathlon,Bronze,summer
2008,Beijing,Decathlon,Track and Field,USA,USA,USA,Americas,Men,Single,Decathlon,Gold,summer
2008,Beijing,Decathlon,Track and Field,BLR,BLR,Belarus,Europe,Men,Single,Decathlon,Silver,summer
2008,Beijing,Throwing,Track and Field,LTU,LTU,Lithuania,Europe,Men,Single,Discus Throw,Bronze,summer
2008,Beijing,Throwing,Track and Field,EST,EST,Estonia,Europe,Men,Single,Discus Throw,Gold,summer
2008,Beijing,Throwing,Track and Field,POL,POL,Poland,Europe,Men,Single,Discus Throw,Silver,summer
2008,Beijing,Throwing,Track and Field,UKR,UKR,Ukraine,Europe,Women,Single,Discus Throw,Silver,summer
2008,Beijing,Throwing,Track and Field,USA,USA,USA,Americas,Women,Single,Discus Throw,Gold,summer
2008,Beijing,Throwing,Track and Field,CHN,CHN,China,Asia,Women,Single,Discus Throw,Bronze,summer
2008,Beijing,Throwing,Track and Field,BLR,BLR,Belarus,Europe,Men,Single,Hammer Throw,Bronze,summer
2008,Beijing,Throwing,Track and Field,SLO,SVN,Slovenia,Europe,Men,Single,Hammer Throw,Gold,summer
2008,Beijing,Throwing,Track and Field,BLR,BLR,Belarus,Europe,Men,Single,Hammer Throw,Silver,summer
2008,Beijing,Throwing,Track and Field,CHN,CHN,China,Asia,Women,Single,Hammer Throw,Silver,summer
2008,Beijing,Throwing,Track and Field,FRA,FRA,France,Europe,Women,Single,Hammer Throw,Bronze,summer
2008,Beijing,Throwing,Track and Field,CUB,CUB,Cuba,Americas,Women,Single,Hammer Throw,Gold,summer
2008,Beijing,Heptathlon,Track and Field,UKR,UKR,Ukraine,Europe,Women,Single,Heptathlon,Gold,summer
2008,Beijing,Heptathlon,Track and Field,USA,USA,USA,Americas,Women,Single,Heptathlon,Silver,summer
2008,Beijing,Jumping,Track and Field,RUS,RUS,Russia,Europe,Men,Single,High Jump,Bronze,summer
2008,Beijing,Jumping,Track and Field,RUS,RUS,Russia,Europe,Men,Single,High Jump,Gold,summer
2008,Beijing,Jumping,Track and Field,GBR,GBR,UK,Europe,Men,Single,High Jump,Silver,summer
2008,Beijing,Jumping,Track and Field,USA,USA,USA,Americas,Women,Single,High Jump,Bronze,summer
2008,Beijing,Jumping,Track and Field,BEL,BEL,Belgium,Europe,Women,Single,High Jump,Gold,summer
2008,Beijing,Jumping,Track and Field,CRO,HRV,Croatia,Europe,Women,Single,High Jump,Silver,summer
2008,Beijing,Throwing,Track and Field,FIN,FIN,Finland,Europe,Men,Single,Javelin Throw,Bronze,summer
2008,Beijing,Throwing,Track and Field,NOR,NOR,Norway,Europe,Men,Single,Javelin Throw,Gold,summer
2008,Beijing,Throwing,Track and Field,LAT,LVA,Latvia,Europe,Men,Single,Javelin Throw,Silver,summer
2008,Beijing,Throwing,Track and Field,GER,DEU,Germany,Europe,Women,Single,Javelin Throw,Silver,summer
2008,Beijing,Throwing,Track and Field,CZE,CZE,Czech Republic,Europe,Women,Single,Javelin Throw,Gold,summer
2008,Beijing,Jumping,Track and Field,CUB,CUB,Cuba,Americas,Men,Single,Long Jump,Bronze,summer
2008,Beijing,Jumping,Track and Field,PAN,PAN,Panama,Americas,Men,Single,Long Jump,Gold,summer
2008,Beijing,Jumping,Track and Field,RSA,ZAF,South Africa,Africa,Men,Single,Long Jump,Silver,summer
2008,Beijing,Jumping,Track and Field,NGR,NGA,Nigeria,Africa,Women,Single,Long Jump,Silver,summer
2008,Beijing,Jumping,Track and Field,BRA,BRA,Brazil,Americas,Women,Single,Long Jump,Gold,summer
2008,Beijing,Running,Track and Field,ETH,ETH,Ethiopia,Africa,Men,Single,Marathon,Bronze,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Men,Single,Marathon,Gold,summer
2008,Beijing,Running,Track and Field,MAR,MAR,Morocco,Africa,Men,Single,Marathon,Silver,summer
2008,Beijing,Running,Track and Field,CHN,CHN,China,Asia,Women,Single,Marathon,Bronze,summer
2008,Beijing,Running,Track and Field,ROU,ROU,Romania,Europe,Women,Single,Marathon,Gold,summer
2008,Beijing,Running,Track and Field,KEN,KEN,Kenya,Africa,Women,Single,Marathon,Silver,summer
2008,Beijing,Jumping,Track and Field,USA,USA,USA,Americas,Men,Single,Pole Vault,Bronze,summer
2008,Beijing,Jumping,Track and Field,AUS,AUS,Australia,Oceania,Men,Single,Pole Vault,Gold,summer
2008,Beijing,Jumping,Track and Field,RUS,RUS,Russia,Europe,Men,Single,Pole Vault,Silver,summer
2008,Beijing,Jumping,Track and Field,RUS,RUS,Russia,Europe,Women,Single,Pole Vault,Bronze,summer
2008,Beijing,Jumping,Track and Field,RUS,RUS,Russia,Europe,Women,Single,Pole Vault,Gold,summer
2008,Beijing,Jumping,Track and Field,USA,USA,USA,Americas,Women,Single,Pole Vault,Silver,summer
2008,Beijing,Throwing,Track and Field,CAN,CAN,Canada,Americas,Men,Single,Shot Put,Bronze,summer
2008,Beijing,Throwing,Track and Field,POL,POL,Poland,Europe,Men,Single,Shot Put,Gold,summer
2008,Beijing,Throwing,Track and Field,USA,USA,USA,Americas,Men,Single,Shot Put,Silver,summer
2008,Beijing,Throwing,Track and Field,CHN,CHN,China,Asia,Women,Single,Shot Put,Bronze,summer
2008,Beijing,Throwing,Track and Field,NZL,NZL,New Zealand,Oceania,Women,Single,Shot Put,Gold,summer
2008,Beijing,Throwing,Track and Field,CUB,CUB,Cuba,Americas,Women,Single,Shot Put,Silver,summer
2008,Beijing,Jumping,Track and Field,BAH,BHS,Bahamas,Americas,Men,Single,Triple Jump,Bronze,summer
2008,Beijing,Jumping,Track and Field,POR,PRT,Portugal,Europe,Men,Single,Triple Jump,Gold,summer
2008,Beijing,Jumping,Track and Field,GBR,GBR,UK,Europe,Men,Single,Triple Jump,Silver,summer
2008,Beijing,Jumping,Track and Field,CMR,CMR,Cameroon,Africa,Women,Single,Triple Jump,Gold,summer
2008,Beijing,Badminton,Individual Sports,KOR,KOR,South Korea,Asia,Men,Double,Doubles,Bronze,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Mixed,Double,Doubles,Bronze,summer
2008,Beijing,Badminton,Individual Sports,INA,IDN,Indonesia,Asia,Men,Double,Doubles,Gold,summer
2008,Beijing,Badminton,Individual Sports,KOR,KOR,South Korea,Asia,Mixed,Double,Doubles,Gold,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Men,Double,Doubles,Silver,summer
2008,Beijing,Badminton,Individual Sports,INA,IDN,Indonesia,Asia,Mixed,Double,Doubles,Silver,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Women,Double,Doubles,Bronze,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Women,Double,Doubles,Gold,summer
2008,Beijing,Badminton,Individual Sports,KOR,KOR,South Korea,Asia,Women,Double,Doubles,Silver,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Men,Single,Singles,Bronze,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Men,Single,Singles,Gold,summer
2008,Beijing,Badminton,Individual Sports,MAS,MYS,Malaysia,Asia,Men,Single,Singles,Silver,summer
2008,Beijing,Badminton,Individual Sports,INA,IDN,Indonesia,Asia,Women,Single,Singles,Bronze,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Women,Single,Singles,Gold,summer
2008,Beijing,Badminton,Individual Sports,CHN,CHN,China,Asia,Women,Single,Singles,Silver,summer
2008,Beijing,Baseball,Team Sports,USA,USA,USA,Americas,Men,Team,Baseball,Bronze,summer
2008,Beijing,Baseball,Team Sports,KOR,KOR,South Korea,Asia,Men,Team,Baseball,Gold,summer
2008,Beijing,Baseball,Team Sports,CUB,CUB,Cuba,Americas,Men,Team,Baseball,Silver,summer
2008,Beijing,Basketball,Team Sports,ARG,ARG,Argentina,Americas,Men,Team,Basketball,Bronze,summer
2008,Beijing,Basketball,Team Sports,USA,USA,USA,Americas,Men,Team,Basketball,Gold,summer
2008,Beijing,Basketball,Team Sports,ESP,ESP,Spain,Europe,Men,Team,Basketball,Silver,summer
2008,Beijing,Basketball,Team Sports,RUS,RUS,Russia,Europe,Women,Team,Basketball,Bronze,summer
2008,Beijing,Basketball,Team Sports,USA,USA,USA,Americas,Women,Team,Basketball,Gold,summer
2008,Beijing,Basketball,Team Sports,AUS,AUS,Australia,Oceania,Women,Team,Basketball,Silver,summer
2008,Beijing,Boxing,Martial Arts,UKR,UKR,Ukraine,Europe,Men,Single,91+ KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,GBR,GBR,UK,Europe,Men,Single,91+ KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,ITA,ITA,Italy,Europe,Men,Single,91+ KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,CHN,CHN,China,Asia,Men,Single,91+ KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,RUS,RUS,Russia,Europe,Men,Single,51KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,ITA,ITA,Italy,Europe,Men,Single,51KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,THA,THA,Thailand,Asia,Men,Single,51KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,51KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,IRL,IRL,Ireland,Europe,Men,Single,48KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,48KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,CHN,CHN,China,Asia,Men,Single,48KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,MGL,MNG,Mongolia,Asia,Men,Single,48KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,MDA,MDA,Moldova,Europe,Men,Single,54KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,MRI,MUS,Mauritius,Africa,Men,Single,54KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,MGL,MNG,Mongolia,Asia,Men,Single,54KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,54KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,AZE,AZE,Azerbaijan,Asia,Men,Single,57KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,TUR,TUR,Turkey,Asia,Men,Single,57KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,UKR,UKR,Ukraine,Europe,Men,Single,57KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,FRA,FRA,France,Europe,Men,Single,57KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,ARM,ARM,Armenia,Asia,Men,Single,60KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,60KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,RUS,RUS,Russia,Europe,Men,Single,60KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,FRA,FRA,France,Europe,Men,Single,60KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,64KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,FRA,FRA,France,Europe,Men,Single,64KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,DOM,DOM,Dominican Republic,Americas,Men,Single,64KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,THA,THA,Thailand,Asia,Men,Single,64KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,CHN,CHN,China,Asia,Men,Single,69KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,KOR,KOR,South Korea,Asia,Men,Single,69KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,KAZ,KAZ,Kazakhstan,Asia,Men,Single,69KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,69KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,IND,IND,India,Asia,Men,Single,75KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,IRL,IRL,Ireland,Europe,Men,Single,75KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,GBR,GBR,UK,Europe,Men,Single,75KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,75KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,GBR,GBR,UK,Europe,Men,Single,81KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,KAZ,KAZ,Kazakhstan,Asia,Men,Single,81KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,CHN,CHN,China,Asia,Men,Single,81KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,IRL,IRL,Ireland,Europe,Men,Single,81KG,Silver,summer
2008,Beijing,Boxing,Martial Arts,CUB,CUB,Cuba,Americas,Men,Single,91KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,USA,USA,USA,Americas,Men,Single,91KG,Bronze,summer
2008,Beijing,Boxing,Martial Arts,RUS,RUS,Russia,Europe,Men,Single,91KG,Gold,summer
2008,Beijing,Boxing,Martial Arts,ITA,ITA,Italy,Europe,Men,Single,91KG,Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,CAN,CAN,Canada,Americas,Men,Single,C-1 1000M (Canoe Single),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,HUN,HUN,Hungary,Europe,Men,Single,C-1 1000M (Canoe Single),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Single,C-1 1000M (Canoe Single),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,UKR,UKR,Ukraine,Europe,Men,Single,C-1 500M (Canoe Single),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,RUS,RUS,Russia,Europe,Men,Single,C-1 500M (Canoe Single),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Single,C-1 500M (Canoe Single),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,HUN,HUN,Hungary,Europe,Men,Double,C-2 1000M (Canoe Double),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,BLR,BLR,Belarus,Europe,Men,Double,C-2 1000M (Canoe Double),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Men,Double,C-2 1000M (Canoe Double),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Men,Double,C-2 500M (Canoe Double),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,CHN,CHN,China,Asia,Men,Double,C-2 500M (Canoe Double),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,RUS,RUS,Russia,Europe,Men,Double,C-2 500M (Canoe Double),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Single,K-1 1000M (Kayak Single),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,K-1 1000M (Kayak Single),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,NOR,NOR,Norway,Europe,Men,Single,K-1 1000M (Kayak Single),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,K-1 500M (Kayak Single),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Single,K-1 500M (Kayak Single),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,CAN,CAN,Canada,Americas,Men,Single,K-1 500M (Kayak Single),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Women,Single,K-1 500M (Kayak Single),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,UKR,UKR,Ukraine,Europe,Women,Single,K-1 500M (Kayak Single),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,ITA,ITA,Italy,Europe,Women,Single,K-1 500M (Kayak Single),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,ITA,ITA,Italy,Europe,Men,Double,K-2 1000M (Kayak Double),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Men,Double,K-2 1000M (Kayak Double),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,DEN,DNK,Denmark,Europe,Men,Double,K-2 1000M (Kayak Double),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,BLR,BLR,Belarus,Europe,Men,Double,K-2 500M (Kayak Double),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Double,K-2 500M (Kayak Double),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Men,Double,K-2 500M (Kayak Double),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,FRA,FRA,France,Europe,Women,Double,K-2 500M (Kayak Double),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,HUN,HUN,Hungary,Europe,Women,Double,K-2 500M (Kayak Double),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,POL,POL,Poland,Europe,Women,Double,K-2 500M (Kayak Double),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Men,Team,K-4 1000M (Kayak Four),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,BLR,BLR,Belarus,Europe,Men,Team,K-4 1000M (Kayak Four),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,SVK,SVK,Slovakia,Europe,Men,Team,K-4 1000M (Kayak Four),Silver,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,AUS,AUS,Australia,Oceania,Women,Team,K-4 500M (Kayak Four),Bronze,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,GER,DEU,Germany,Europe,Women,Team,K-4 500M (Kayak Four),Gold,summer
2008,Beijing,Canoe Sprint,Outdoors Sports,HUN,HUN,Hungary,Europe,Women,Team,K-4 500M (Kayak Four),Silver,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,AUS,AUS,Australia,Oceania,Men,Single,C-1 (Canoe Single),Bronze,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,SVK,SVK,Slovakia,Europe,Men,Single,C-1 (Canoe Single),Gold,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,C-1 (Canoe Single),Silver,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,RUS,RUS,Russia,Europe,Men,Double,C-2 (Canoe Double),Bronze,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,SVK,SVK,Slovakia,Europe,Men,Double,C-2 (Canoe Double),Gold,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,CZE,CZE,Czech Republic,Europe,Men,Double,C-2 (Canoe Double),Silver,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,TOG,TGO,Togo,Africa,Men,Single,K-1 (Kayak Single),Bronze,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,GER,DEU,Germany,Europe,Men,Single,K-1 (Kayak Single),Gold,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,FRA,FRA,France,Europe,Men,Single,K-1 (Kayak Single),Silver,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,AUT,AUT,Austria,Europe,Women,Single,K-1 (Kayak Single),Bronze,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,SVK,SVK,Slovakia,Europe,Women,Single,K-1 (Kayak Single),Gold,summer
2008,Beijing,Canoe Slalom,Outdoors Sports,AUS,AUS,Australia,Oceania,Women,Single,K-1 (Kayak Single),Silver,summer
2008,Beijing,BMX,Outdoors Sports,USA,USA,USA,Americas,Men,Single,Individual,Bronze,summer
2008,Beijing,BMX,Outdoors Sports,LAT,LVA,Latvia,Europe,Men,Single,Individual,Gold,summer
2008,Beijing,BMX,Outdoors Sports,USA,USA,USA,Americas,Men,Single,Individual,Silver,summer
2008,Beijing,BMX,Outdoors Sports,USA,USA,USA,Americas,Women,Single,Individual,Bronze,summer
2008,Beijing,BMX,Outdoors Sports,FRA,FRA,France,Europe,Women,Single,Individual,Gold,summer
2008,Beijing,BMX,Outdoors Sports,FRA,FRA,France,Europe,Women,Single,Individual,Silver,summer
2008,Beijing,Cycling Road,Outdoors Sports,RUS,RUS,Russia,Europe,Men,Single,Individual Road Race,Bronze,summer
2008,Beijing,Cycling Road,Outdoors Sports,SUI,CHE,Switzerland,Europe,Men,Single,Individual Road Race,Silver,summer
2008,Beijing,Cycling Road,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Single,Individual Road Race,Gold,summer
2008,Beijing,Cycling Road,Outdoors Sports,ITA,ITA,Italy,Europe,Women,Single,Individual Road Race,Bronze,summer
2008,Beijing,Cycling Road,Outdoors Sports,GBR,GBR,UK,Europe,Women,Single,Individual Road Race,Gold,summer
2008,Beijing,Cycling Road,Outdoors Sports,SWE,SWE,Sweden,Europe,Women,Single,Individual Road Race,Silver,summer
2008,Beijing,Cycling Road,Outdoors Sports,USA,USA,USA,Americas,Men,Single,Individual Time Trial,Bronze,summer
2008,Beijing,Cycling Road,Outdoors Sports,SUI,CHE,Switzerland,Europe,Men,Single,Individual Time Trial,Gold,summer
2008,Beijing,Cycling Road,Outdoors Sports,SWE,SWE,Sweden,Europe,Men,Single,Individual Time Trial,Silver,summer
2008,Beijing,Cycling Road,Outdoors Sports,SUI,CHE,Switzerland,Europe,Women,Single,Individual Time Trial,Bronze,summer
2008,Beijing,Cycling Road,Outdoors Sports,USA,USA,USA,Americas,Women,Single,Individual Time Trial,Gold,summer
2008,Beijing,Cycling Road,Outdoors Sports,GBR,GBR,UK,Europe,Women,Single,Individual Time Trial,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Individual Pursuit,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Individual Pursuit,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,NZL,NZL,New Zealand,Oceania,Men,Single,Individual Pursuit,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,UKR,UKR,Ukraine,Europe,Women,Single,Individual Pursuit,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Women,Single,Individual Pursuit,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Women,Single,Individual Pursuit,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,JPN,JPN,Japan,Asia,Men,Single,Keirin,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Keirin,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Keirin,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,RUS,RUS,Russia,Europe,Men,Double,Madison,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,ARG,ARG,Argentina,Americas,Men,Double,Madison,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Double,Madison,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Points Race,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,ESP,ESP,Spain,Europe,Men,Single,Points Race,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Men,Single,Points Race,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,ESP,ESP,Spain,Europe,Women,Single,Points Race,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,NED,NLD,Netherlands,Europe,Women,Single,Points Race,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,CUB,CUB,Cuba,Americas,Women,Single,Points Race,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,CHN,CHN,China,Asia,Women,Single,Sprint,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Women,Single,Sprint,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,AUS,AUS,Australia,Oceania,Women,Single,Sprint,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,FRA,FRA,France,Europe,Men,Single,Sprint,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Sprint,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Single,Sprint,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,NZL,NZL,New Zealand,Oceania,Men,Team,Team Pursuit,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Team,Team Pursuit,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,DEN,DNK,Denmark,Europe,Men,Team,Team Pursuit,Silver,summer
2008,Beijing,Cycling Track,Outdoors Sports,GER,DEU,Germany,Europe,Men,Team,Team Sprint,Bronze,summer
2008,Beijing,Cycling Track,Outdoors Sports,GBR,GBR,UK,Europe,Men,Team,Team Sprint,Gold,summer
2008,Beijing,Cycling Track,Outdoors Sports,FRA,FRA,France,Europe,Men,Team,Team Sprint,Silver,summer
2008,Beijing,Mountain Bike,Outdoors Sports,SUI,CHE,Switzerland,Europe,Men,Single,Cross-Country,Bronze,summer
2008,Beijing,Mountain Bike,Outdoors Sports,FRA,FRA,France,Europe,Men,Single,Cross-Country,Gold,summer
2008,Beijing,Mountain Bike,Outdoors Sports,FRA,FRA,France,Europe,Men,Single,Cross-Country,Silver,summer
2008,Beijing,Mountain Bike,Outdoors Sports,RUS,RUS,Russia,Europe,Women,Single,Cross-Country,Bronze,summer
2008,Beijing,Mountain Bike,Outdoors Sports,GER,DEU,Germany,Europe,Women,Single,Cross-Country,Gold,summer
2008,Beijing,Mountain Bike,Outdoors Sports,POL,POL,Poland,Europe,Women,Single,Cross-Country,Silver,summer
2008,Beijing,Dressage,Individual Sports,GER,DEU,Germany,Europe,Mixed,Single,Individual,Bronze,summer
2008,Beijing,Dressage,Individual Sports,NED,NLD,Netherlands,Europe,Mixed,Single,Individual,Gold,summer
