economy,time,1.1_ACCESS.ELECTRICITY.TOT,1.2_ACCESS.ELECTRICITY.RURAL
HTI,YR2004,33.6872749328613,8.1688408694147
HTI,YR2008,35.1095809936523,4.27649942047264
HTI,YR2012,37.9,15.2
HTI,YR2016,38.6901664733887,
HUN,YR1992,100.0,100.0
HUN,YR1996,100.0,100.0
HUN,YR2000,100.0,100.0
HUN,YR2004,100.0,100.0
HUN,YR2008,100.0,100.0
HUN,YR2012,100.0,100.0
HUN,YR2016,100.0,100.0
IDN,YR1992,65.1091842651367,51.7733117729357
IDN,YR1996,72.39,59.5661044940463
IDN,YR2000,86.3,79.7248643411782
IDN,YR2004,89.01,82.6957739790792
IDN,YR2008,92.73,87.7196644249815
IDN,YR2012,96.0,92.9
IDN,YR2016,97.62,94.7731365689459
IMN,YR1992,100.0,100.0
IMN,YR1996,100.0,100.0
IMN,YR2000,100.0,100.0
IMN,YR2004,100.0,100.0
IMN,YR2008,100.0,100.0
IMN,YR2012,100.0,100.0
IMN,YR2016,100.0,100.0
IND,YR1992,46.5859222412109,33.4554976334482
IND,YR1996,53.1124382019043,40.9175322227352
IND,YR2000,59.3957443237305,48.1816286732758
IND,YR2004,64.4,53.5999198920632
IND,YR2008,71.5473175048828,62.1101038287165
IND,YR2012,79.9,72.7
IND,YR2016,84.5268173217773,77.6286901645437
IRL,YR1992,100.0,100.0
IRL,YR1996,100.0,100.0
IRL,YR2000,100.0,100.0
IRL,YR2004,100.0,100.0
IRL,YR2008,100.0,100.0
IRL,YR2012,100.0,100.0
IRL,YR2016,100.0,100.0
IRN,YR1992,96.0842132568359,91.0999062819718
IRN,YR1996,97.0314331054688,92.6133608861358
IRN,YR2000,97.9,94.6
IRN,YR2004,98.1903381347656,94.878521661154
IRN,YR2008,98.7438735961914,96.1653639169513
IRN,YR2012,99.5637664794922,98.4671455655235
IRN,YR2016,100.0,100.0
IRQ,YR1992,94.1306381225586,86.3810388616882
IRQ,YR1996,95.3692932128906,89.40705663347
IRQ,YR2000,96.36474609375,91.5858919637373
IRQ,YR2004,97.106689453125,93.0255698193355
IRQ,YR2008,97.9405975341797,94.5780881567722
IRQ,YR2012,99.3,98.6
IRQ,YR2016,100.0,100.0
ISL,YR1992,100.0,100.0
ISL,YR1996,100.0,100.0
ISL,YR2000,100.0,100.0
ISL,YR2004,100.0,100.0
ISL,YR2008,100.0,100.0
ISL,YR2012,100.0,100.0
ISL,YR2016,100.0,100.0
ISR,YR1992,100.0,100.0
ISR,YR1996,100.0,100.0
ISR,YR2000,100.0,100.0
ISR,YR2004,100.0,100.0
ISR,YR2008,100.0,100.0
ISR,YR2012,100.0,100.0
ISR,YR2016,100.0,100.0
ITA,YR1992,100.0,100.0
ITA,YR1996,100.0,100.0
ITA,YR2000,100.0,100.0
ITA,YR2004,100.0,100.0
ITA,YR2008,100.0,100.0
ITA,YR2012,100.0,100.0
ITA,YR2016,100.0,100.0
JAM,YR1992,77.5078353881836,69.7847131505748
JAM,YR1996,85.706045,75.913615
JAM,YR2000,84.5695037841797,76.7708530181274
JAM,YR2004,87.725227355957,79.6541598449405
JAM,YR2008,92.0,83.8730466308289
JAM,YR2012,93.1,84.9800294904081
JAM,YR2016,98.2042694091797,96.0068244010101
JOR,YR1992,97.608268737793,92.1594736783127
JOR,YR1996,98.3044281005859,94.0206547113229
JOR,YR2000,98.766845703125,95.9356370163145
JOR,YR2004,99.173436820348,98.0853584948435
JOR,YR2008,99.3095474243164,98.5813064088689
JOR,YR2012,99.5,99.4
JOR,YR2016,100.0,100.0
JPN,YR1992,100.0,100.0
JPN,YR1996,100.0,100.0
JPN,YR2000,100.0,100.0
JPN,YR2004,100.0,100.0
JPN,YR2008,100.0,100.0
JPN,YR2012,100.0,100.0
JPN,YR2016,100.0,100.0
KAZ,YR1992,98.059944152832,96.2351068862872
KAZ,YR1996,98.6717300415039,97.4531815224283
KAZ,YR2000,99.0473861694336,98.233332205702
KAZ,YR2004,99.1893997192383,98.569369912886
KAZ,YR2008,99.4165649414063,98.9773444528421
KAZ,YR2012,99.8747329711914,99.7540913809024
KAZ,YR2016,100.0,100.0
KEN,YR1992,5.91088104248047,
KEN,YR1996,11.0336608886719,3.40208852876404
KEN,YR2000,15.9132328033447,7.42276335206822
KEN,YR2004,20.5392971038818,11.027404726396
KEN,YR2008,25.2573299407959,14.608634456887
KEN,YR2012,30.2709999084473,18.3898831636356
KEN,YR2016,56.0,39.3
KGZ,YR1992,99.3598251342773,99.0706056365854
KGZ,YR1996,99.6689071655273,99.5403385052642
KGZ,YR2000,99.7347793579102,99.66065483502
KGZ,YR2004,99.5471420288086,99.4190383106033
KGZ,YR2008,99.4514694213867,99.2710536206363
KGZ,YR2012,99.8,99.8
KGZ,YR2016,99.9961013793945,99.9939226490173
KHM,YR1992,0.477305948734283,
KHM,YR1996,7.13599586486816,
KHM,YR2000,16.6,9.0
KHM,YR2004,23.9372177124023,12.753463327995
KHM,YR2008,26.4,13.1
KHM,YR2012,40.9645042419434,27.9560444122404
KHM,YR2016,49.7706565856934,36.4627894300957
KIR,YR1992,35.7880363464355,2.59136008341505
KIR,YR1996,44.1824417114258,14.0279503897857
KIR,YR2000,52.3336410522461,21.4593446252898
KIR,YR2004,60.231330871582,35.8127125492283
KIR,YR2008,68.2209930419922,50.9082035711506
KIR,YR2012,76.5062866210938,66.3805229426902
KIR,YR2016,84.9362716674805,82.20165826841
KNA,YR1992,88.7143249511719,83.8397395438274
KNA,YR1996,90.9959945678711,87.2451804250512
KNA,YR2000,93.0344467163086,90.2575285762635
KNA,YR2004,94.8193969726563,92.854999563334
KNA,YR2008,96.6963119506836,95.4852753619649
KNA,YR2012,98.8642120361328,98.4400711491655
KNA,YR2016,100.0,100.0
KOR,YR1992,,
KOR,YR1996,100.0,100.0
KOR,YR2000,100.0,100.0
KOR,YR2004,100.0,100.0
KOR,YR2008,100.0,100.0
KOR,YR2012,100.0,100.0
KOR,YR2016,100.0,100.0
KWT,YR1992,100.0,100.0
KWT,YR1996,100.0,100.0
KWT,YR2000,100.0,100.0
KWT,YR2004,100.0,100.0
KWT,YR2008,100.0,100.0
KWT,YR2012,100.0,100.0
KWT,YR2016,100.0,100.0
LAO,YR1992,20.947582244873,6.6167533363645
LAO,YR1996,32.1753158569336,17.9950683616398
LAO,YR2000,43.159839630127,28.276563600936
LAO,YR2004,53.8908538818359,38.8505340360903
LAO,YR2008,66.0,53.0
LAO,YR2012,76.3666277465237,68.3863885839737
LAO,YR2016,87.0957717895508,80.3351114105026
LBN,YR1992,98.2687530517578,100.0
LBN,YR1996,98.9223937988281,100.0
LBN,YR2000,99.3398971557617,100.0
LBN,YR2004,99.9,100.0
LBN,YR2008,99.9,99.2
LBN,YR2012,99.9983062744141,99.9928955289017
LBN,YR2016,100.0,100.0
LBR,YR1992,0.00999999977648258,0.00999999977648258
LBR,YR1996,0.00999999977648258,0.00999999977648258
LBR,YR2000,0.00999999977648258,0.00999999977648258
LBR,YR2004,0.011186852119863,
LBR,YR2008,1.75265645980835,
LBR,YR2012,8.59968376159668,2.56964228564786
LBR,YR2016,19.8,1.3
LBY,YR1992,99.8584060668945,99.414126578104
LBY,YR1996,99.8411636352539,99.357009473156
LBY,YR2000,99.8,99.1
LBY,YR2004,99.0667419433594,97.8114601554449
LBY,YR2008,98.6447525024414,96.7861545723236
LBY,YR2012,98.5183944702148,96.447595393331
LBY,YR2016,98.5367279052735,96.4409533778846
LCA,YR1992,84.9254455566406,80.3752377906989
LCA,YR1996,87.2677230834961,83.8937639360864
LCA,YR2000,89.3667984008789,87.0235935437254
LCA,YR2004,91.2123641967774,89.9611774322635
LCA,YR2008,93.1498947143555,92.7027806359761
LCA,YR2012,95.3434225844005,95.6458635703919
LCA,YR2016,97.7609176635742,98.4064922123234
LIC,YR1992,,
LIC,YR1996,,
LIC,YR2000,,
LIC,YR2004,,
LIC,YR2008,,
LIC,YR2012,,
LIC,YR2016,,
LIE,YR1992,100.0,100.0
LIE,YR1996,100.0,100.0
LIE,YR2000,100.0,100.0
LIE,YR2004,100.0,100.0
LIE,YR2008,100.0,100.0
LIE,YR2012,100.0,100.0
LIE,YR2016,100.0,100.0
LKA,YR1992,56.3408737182617,50.7086746447243
LKA,YR1996,63.085132598877,58.2432072244723
LKA,YR2000,69.5861892700195,65.4930026347441
LKA,YR2004,75.8337326049805,72.4430292270407
LKA,YR2008,82.1732482910156,79.4803734385713
LKA,YR2012,88.8083953857422,86.8347719669047
LKA,YR2016,95.5882339477539,94.5929601820091
LMC,YR1992,,
LMC,YR1996,,
LMC,YR2000,,
LMC,YR2004,,
LMC,YR2008,,
LMC,YR2012,,
LMC,YR2016,,
LMY,YR1992,,
LMY,YR1996,,
LMY,YR2000,,
LMY,YR2004,,
LMY,YR2008,,
LMY,YR2012,,
LMY,YR2016,,
LNX,YR1992,,
LNX,YR1996,,
LNX,YR2000,,
LNX,YR2004,,
LNX,YR2008,,
LNX,YR2012,,
LNX,YR2016,,
LSO,YR1992,0.00999999977648258,0.00999999977648258
LSO,YR1996,0.0135795697569847,
LSO,YR2000,4.25876010781671,1.27977248489157
LSO,YR2004,6.8,0.8
LSO,YR2008,15.4244756698608,7.75189601979641
LSO,YR2012,22.5065479278564,11.9385302541496
LSO,YR2016,29.7333087921143,15.7458837129464
LTU,YR1992,100.0,100.0
LTU,YR1996,100.0,100.0
LTU,YR2000,100.0,100.0
LTU,YR2004,100.0,100.0
LTU,YR2008,100.0,100.0
LTU,YR2012,100.0,100.0
LTU,YR2016,100.0,100.0
LUX,YR1992,100.0,100.0
LUX,YR1996,100.0,100.0
LUX,YR2000,100.0,100.0
LUX,YR2004,100.0,100.0
LUX,YR2008,100.0,100.0
LUX,YR2012,100.0,100.0
LUX,YR2016,100.0,100.0
LVA,YR1992,100.0,100.0
LVA,YR1996,100.0,100.0
LVA,YR2000,100.0,100.0
LVA,YR2004,100.0,100.0
LVA,YR2008,100.0,100.0
LVA,YR2012,100.0,100.0
LVA,YR2016,100.0,100.0
MAC,YR1992,,
MAC,YR1996,100.0,100.0
MAC,YR2000,100.0,
MAC,YR2004,100.0,
MAC,YR2008,100.0,
MAC,YR2012,100.0,
MAC,YR2016,100.0,
MAF,YR1992,44.4076080322266,
MAF,YR1996,49.2044219970703,
MAF,YR2000,53.7580261230469,
MAF,YR2004,58.0581245422363,
MAF,YR2008,62.4501876831055,
MAF,YR2012,67.1378860473633,
MAF,YR2016,71.9702835083008,
MAR,YR1992,49.2,15.6
MAR,YR1996,61.3154487609863,28.8289333603396
MAR,YR2000,69.8509674072266,37.1298835819743
MAR,YR2004,78.2,51.3
MAR,YR2008,86.506950378418,73.6944365938138
MAR,YR2012,95.1765670776367,90.8748552861979
MAR,YR2016,100.0,100.0
MCO,YR1992,100.0,
MCO,YR1996,100.0,
MCO,YR2000,100.0,
MCO,YR2004,100.0,
MCO,YR2008,100.0,
MCO,YR2012,100.0,
MCO,YR2016,100.0,
MDA,YR1992,95.6288528442383,94.9096475467205
MDA,YR1996,96.9854888916016,96.6186495071009
MDA,YR2000,98.0854339599609,97.9161287826418
MDA,YR2004,99.1,99.0987004118992
MDA,YR2008,99.8194274902344,99.7648211703154
MDA,YR2012,100.0,100.0
MDA,YR2016,100.0,100.0
MDG,YR1992,9.2,1.9
MDG,YR1996,12.1619205474854,0.884520593059373
MDG,YR2000,13.6247367858887,0.574042779110953
MDG,YR2004,14.8340463638306,
MDG,YR2008,16.1353225708008,
MDG,YR2012,17.7322368621826,
MDG,YR2016,22.9,17.3
MDV,YR1992,75.6420745849609,68.1824335069036
MDV,YR1996,80.687744140625,74.6746795872169
MDV,YR2000,83.8,78.239232556175
MDV,YR2004,90.0391616821289,85.838405821806
MDV,YR2008,94.6800842285156,91.8929861139752
MDV,YR2012,99.1618041992188,98.6059722257089
MDV,YR2016,100.0,100.0
MEX,YR1992,93.145981,76.047298
MEX,YR1996,96.093624,86.345106
MEX,YR2000,98.007132,93.055972
MEX,YR2004,98.597701,95.868543
MEX,YR2008,98.914037,95.935502
MEX,YR2012,99.111637,97.194036
MEX,YR2016,100.0,100.0
MHL,YR1992,55.6947975158691,
MHL,YR1996,62.138370513916,9.48740446414767
MHL,YR2000,68.338737487793,23.1784389276731
MHL,YR2004,74.2855987548828,37.3641473149621
MHL,YR2008,80.3244247436523,52.836862633211
MHL,YR2012,86.6588897705078,70.149819333175
MHL,YR2016,93.1380462646484,89.0879896817433
MIC,YR1992,,
MIC,YR1996,,
MIC,YR2000,,
MIC,YR2004,,
MIC,YR2008,,
MIC,YR2012,,
MIC,YR2016,,
MKD,YR1992,95.0243377685547,96.7501784754692
MKD,YR1996,96.3319091796875,98.1384878380622
MKD,YR2000,97.3962783813477,98.9488170056323
MKD,YR2004,98.2115173339844,99.2800578993361
MKD,YR2008,99.2,99.9172387924053
MKD,YR2012,99.9574584960938,100.0
MKD,YR2016,100.0,100.0
MLI,YR1992,0.130867511034012,
MLI,YR1996,6.2,0.4
MLI,YR2000,10.2840948104858,1.14740485953544
MLI,YR2004,16.2274799346924,2.77615000157079
MLI,YR2008,22.2628307342529,3.40100797743137
MLI,YR2012,25.6,11.9
MLI,YR2016,35.0694999694824,1.7689984828541
MLT,YR1992,100.0,100.0
MLT,YR1996,100.0,100.0
MLT,YR2000,100.0,100.0
MLT,YR2004,100.0,100.0
MLT,YR2008,100.0,100.0
MLT,YR2012,100.0,100.0
MLT,YR2016,100.0,100.0
MMR,YR1992,37.4173202514648,22.1660912016768
MMR,YR1996,40.8856964111328,25.7666373009173
MMR,YR2000,44.1108665466309,28.882640686669
MMR,YR2004,47.0825309753418,31.4931918348278
MMR,YR2008,50.1461563110351,34.0132698430518
MMR,YR2012,53.5054244995117,36.7904081475023
MMR,YR2016,57.0093841552734,39.7927429049178
MNE,YR1992,98.6878433227539,97.9935812477643
MNE,YR1996,99.1807403564453,98.7758358068158
MNE,YR2000,99.4369812011719,99.2288127630668
MNE,YR2004,99.4619369506836,99.253343070164
MNE,YR2008,99.5688781738281,99.3784341640182
MNE,YR2012,99.9105987548828,99.8862612953242
MNE,YR2016,100.0,100.0
MNG,YR1992,69.2861938476563,28.6687513336906
MNG,YR1996,71.5707015991211,34.4851708473312
MNG,YR2000,67.3,25.0805499002332
MNG,YR2004,75.399787902832,39.3656539644373
MNG,YR2008,77.2795486450195,39.463109357937
MNG,YR2012,79.454948425293,40.836204837749
MNG,YR2016,81.775032043457,44.168604551646
MNP,YR1992,,
MNP,YR1996,100.0,100.0
MNP,YR2000,100.0,100.0
MNP,YR2004,100.0,100.0
MNP,YR2008,100.0,100.0
MNP,YR2012,100.0,100.0
MNP,YR2016,100.0,100.0
MOZ,YR1992,0.0298860743641853,
MOZ,YR1996,2.31869792938232,
MOZ,YR2000,6.69505882263184,
MOZ,YR2004,10.8179121017456,1.17048507216784
MOZ,YR2008,13.5712238463743,2.15221459762944
MOZ,YR2012,19.54319190979,3.83911469774439
MOZ,YR2016,24.1983394622803,4.95497106197218
MRT,YR1992,6.91367387771606,
MRT,YR1996,12.9064464569092,
MRT,YR2000,18.6560115814209,
MRT,YR2004,24.1520690917969,
MRT,YR2008,30.0,
MRT,YR2012,35.6237564086914,
MRT,YR2016,41.6521072387695,
MSR,YR1992,,
MSR,YR1996,,
MSR,YR2000,,
MSR,YR2004,,
MSR,YR2008,,
MSR,YR2012,,
MSR,YR2016,,
MTQ,YR1992,,
MTQ,YR1996,,
MTQ,YR2000,,
MTQ,YR2004,,
MTQ,YR2008,,
MTQ,YR2012,,
MTQ,YR2016,,
MUS,YR1992,99.3220138549805,98.7967662661138
MUS,YR1996,99.4350128173828,99.0059867859549
MUS,YR2000,99.0,98.2557117957069
MUS,YR2004,98.9210815429688,99.5605152549114
MUS,YR2008,98.6293258666992,100.0
MUS,YR2012,98.6332092285156,100.0
MUS,YR2016,98.7817840576172,100.0
MWI,YR1992,3.2,1.1
MWI,YR1996,3.62942457199097,0.551966979332787
MWI,YR2000,4.8,1.0
MWI,YR2004,6.9,2.2
MWI,YR2008,7.43995952606201,2.5001339322067
MWI,YR2012,7.4,2.3
MWI,YR2016,11.0,4.0
MYS,YR1992,94.6386260986328,92.6387963271651
MYS,YR1996,95.9435882568359,94.183002848418
MYS,YR2000,97.0053405761719,95.438465300523
MYS,YR2004,97.813591003418,96.3179370814344
MYS,YR2008,98.729248046875,97.4100957300989
MYS,YR2012,99.8,99.3
MYS,YR2016,100.0,100.0
MYT,YR1992,,
MYT,YR1996,,
MYT,YR2000,,
MYT,YR2004,,
MYT,YR2008,,
MYT,YR2012,,
MYT,YR2016,,
NAM,YR1992,26.4,4.2
NAM,YR1996,31.6662139892578,15.0614776387223
NAM,YR2000,36.5,13.2
NAM,YR2004,39.4600563049316,21.1380330021776
NAM,YR2008,43.3221893310547,23.2739054355103
NAM,YR2012,47.4799613952637,25.7767285344125
NAM,YR2016,51.7824249267578,28.7242268577304
NAR,YR1992,,
NAR,YR1996,,
NAR,YR2000,,
NAR,YR2004,,
NAR,YR2008,,
NAR,YR2012,,
NAR,YR2016,,
NCL,YR1992,,
NCL,YR1996,100.0,100.0
NCL,YR2000,100.0,100.0
NCL,YR2004,100.0,100.0
NCL,YR2008,100.0,100.0
NCL,YR2012,100.0,100.0
NCL,YR2016,100.0,100.0
NER,YR1992,4.4,0.2
NER,YR1996,7.0,1.96693633581098
NER,YR2000,6.48148148148148,0.381887615930169
NER,YR2004,9.71966648101807,2.47819326219475
NER,YR2008,11.6401996612549,3.18336426059982
NER,YR2012,14.4,5.2
NER,YR2016,16.2172336578369,4.67992277139175
NGA,YR1992,34.6189117431641,12.8912240908162
NGA,YR1996,38.7998695373535,16.893301155112
NGA,YR2000,42.7376136779785,20.7452951041972
NGA,YR2004,46.4218521118164,23.2848668504194
NGA,YR2008,50.3,31.4
NGA,YR2012,54.269905090332,29.608632575031
NGA,YR2016,59.3,41.1
NIC,YR1992,68.1018981933594,42.6756118441153
NIC,YR1996,70.5874176025391,45.4311434272736
NIC,YR2000,72.8297271728516,47.8018266568812
NIC,YR2004,74.8185272216797,49.7376641228996
NIC,YR2008,76.8992919921875,51.7460772226546
NIC,YR2012,79.2756958007813,54.1029604936596
NIC,YR2016,81.7967987060547,56.604743861928
NIU,YR1992,,
NIU,YR1996,,
NIU,YR2000,,
NIU,YR2004,,
NIU,YR2008,,
NIU,YR2012,,
NIU,YR2016,,
NLD,YR1992,100.0,100.0
NLD,YR1996,100.0,100.0
NLD,YR2000,100.0,100.0
NLD,YR2004,100.0,100.0
NLD,YR2008,100.0,100.0
NLD,YR2012,100.0,100.0
NLD,YR2016,100.0,100.0
NOC,YR1992,,
NOC,YR1996,,
NOC,YR2000,,
NOC,YR2004,,
NOC,YR2008,,
NOC,YR2012,,
NOC,YR2016,,
NOR,YR1992,100.0,100.0
NOR,YR1996,100.0,100.0
NOR,YR2000,100.0,100.0
NOR,YR2004,100.0,100.0
NOR,YR2008,100.0,100.0
NOR,YR2012,100.0,100.0
NOR,YR2016,100.0,100.0
NPL,YR1992,0.458564400672913,
NPL,YR1996,17.9,12.1
NPL,YR2000,27.5376052856445,18.769202296814
NPL,YR2004,37.2,27.3
NPL,YR2008,58.9898948669434,52.8311672007193
NPL,YR2012,75.0576629638672,70.8971405211242
NPL,YR2016,90.7,85.2
NRU,YR1992,100.0,
NRU,YR1996,100.0,
NRU,YR2000,99.9833984375,
NRU,YR2004,99.6289367675781,
NRU,YR2008,99.2540893554688,
NRU,YR2012,99.1622009277344,
NRU,YR2016,99.2028045654297,
NZL,YR1992,100.0,100.0
NZL,YR1996,100.0,100.0
NZL,YR2000,100.0,100.0
NZL,YR2004,100.0,100.0
NZL,YR2008,100.0,100.0
NZL,YR2012,100.0,100.0
NZL,YR2016,100.0,100.0
OEC,YR1992,,
OEC,YR1996,,
OEC,YR2000,,
OEC,YR2004,,
OEC,YR2008,,
OEC,YR2012,,
OEC,YR2016,,
OMN,YR1992,,
OMN,YR1996,,
OMN,YR2000,,
OMN,YR2004,,
OMN,YR2008,100.0,100.0
OMN,YR2012,100.0,100.0
OMN,YR2016,100.0,100.0
PAK,YR1992,63.0752372741699,49.1230114112287
PAK,YR1996,69.2903060913086,57.1614968852154
PAK,YR2000,75.2621612548828,65.070346505254
PAK,YR2004,80.9805145263672,72.7950324329079
PAK,YR2008,86.7908325195313,80.8296813001982
PAK,YR2012,92.8967895507813,89.5268198759135
PAK,YR2016,99.1474380493164,98.807673698578
PAN,YR1992,74.2195434570313,47.0210492447938
PAN,YR1996,77.6222839355469,50.4722596111922
PAN,YR2000,81.4014100930039,52.16
PAN,YR2004,83.6878509521484,59.9179995743012
PAN,YR2008,86.6858444213867,66.2026752402876
PAN,YR2012,89.9794769287109,73.4007963667136
PAN,YR2016,93.4178009033203,81.2950521000033
PER,YR1992,70.1,19.6
PER,YR1996,67.0,17.8
PER,YR2000,72.496495,28.944198
PER,YR2004,75.692357,32.028739
PER,YR2008,84.678343,50.133503
PER,YR2012,91.099508,68.558489
PER,YR2016,94.8517456054688,75.5729045784838
PHL,YR1992,64.4574127197266,43.9577265726882
PHL,YR1996,69.0811462402344,51.4337832684643
PHL,YR2000,73.4616775512695,58.4860893039724
PHL,YR2004,77.5886917114258,65.4604726269344
PHL,YR2008,83.3,72.8
PHL,YR2012,86.3223037719727,79.3234186066643
PHL,YR2016,90.9816131591797,86.2595592235837
PLW,YR1992,97.7327880859375,93.755245510518
PLW,YR1996,98.1952438354492,95.1415805001672
PLW,YR2000,98.4144973754883,96.1812071137958
PLW,YR2004,98.3802490234375,95.6015013609099
PLW,YR2008,98.4379577636719,95.0748282736447
PLW,YR2012,97.6304263093788,96.2468970732814
PLW,YR2016,99.2893524169922,97.2302593103519
PNG,YR1992,6.60765600204468,
PNG,YR1996,11.0,2.9
PNG,YR2000,12.2120151519775,4.44003695766942
PNG,YR2004,14.6390829086304,6.95859991637067
PNG,YR2008,17.1581172943115,9.56506538059782
PNG,YR2012,19.9727916717529,12.4846218727694
PNG,YR2016,22.9321537017822,15.4713485991113
POL,YR1992,100.0,100.0
POL,YR1996,100.0,100.0
POL,YR2000,100.0,100.0
POL,YR2004,100.0,100.0
POL,YR2008,100.0,100.0
POL,YR2012,100.0,100.0
POL,YR2016,100.0,100.0
PRI,YR1992,,
PRI,YR1996,,
PRI,YR2000,,
PRI,YR2004,100.0,100.0
PRI,YR2008,100.0,100.0
PRI,YR2012,100.0,100.0
PRI,YR2016,100.0,100.0
PRK,YR1992,0.167668208479881,0.167668208479881
PRK,YR1996,4.7497935295105,4.7497935295105
PRK,YR2000,11.649112701416,11.649112701416
PRK,YR2004,18.2949237823486,18.2949237823486
PRK,YR2008,25.0327014923096,25.0327014923096
PRK,YR2012,32.0661201477051,32.0661201477051
PRK,YR2016,39.2442245483398,39.2442245483398
PRT,YR1992,100.0,100.0
PRT,YR1996,100.0,100.0
PRT,YR2000,100.0,100.0
PRT,YR2004,100.0,100.0
PRT,YR2008,100.0,100.0
PRT,YR2012,100.0,100.0
PRT,YR2016,100.0,100.0
PRY,YR1992,82.2160568237305,67.947563903944
PRY,YR1996,85.7385025024414,73.1200819102411
PRY,YR2000,89.0177383422852,78.3867784975119
PRY,YR2004,93.249876,86.986468
PRY,YR2008,96.677896,93.256852
PRY,YR2012,97.835616,95.143326
PRY,YR2016,98.4,96.1
PSE,YR1992,97.7416076660156,93.0662384851796
PSE,YR1996,98.4545669555664,94.9371381749525
PSE,YR2000,99.7,99.3
PSE,YR2004,99.1405715942383,97.15
PSE,YR2008,99.4487915039062,98.6091224438532
PSE,YR2012,100.0,100.0
PSE,YR2016,100.0,100.0
PYF,YR1992,100.0,100.0
PYF,YR1996,100.0,100.0
PYF,YR2000,100.0,100.0
PYF,YR2004,100.0,100.0
PYF,YR2008,100.0,100.0
PYF,YR2012,100.0,100.0
PYF,YR2016,100.0,100.0
QAT,YR1992,100.0,100.0
QAT,YR1996,100.0,100.0
QAT,YR2000,100.0,100.0
QAT,YR2004,100.0,100.0
QAT,YR2008,100.0,100.0
QAT,YR2012,100.0,100.0
QAT,YR2016,100.0,100.0
REU,YR1992,,
REU,YR1996,,
REU,YR2000,,
REU,YR2004,,
REU,YR2008,,
REU,YR2012,,
REU,YR2016,,
ROU,YR1992,100.0,100.0
ROU,YR1996,100.0,100.0
ROU,YR2000,100.0,100.0
ROU,YR2004,100.0,100.0
ROU,YR2008,100.0,100.0
ROU,YR2012,100.0,100.0
ROU,YR2016,100.0,100.0
RUS,YR1992,100.0,100.0
RUS,YR1996,100.0,100.0
RUS,YR2000,100.0,100.0
RUS,YR2004,100.0,100.0
RUS,YR2008,100.0,100.0
RUS,YR2012,100.0,100.0
RUS,YR2016,100.0,100.0
RWA,YR1992,2.3,0.5
RWA,YR1996,1.16230273246765,
RWA,YR2000,6.2,0.9
RWA,YR2004,8.50300693511963,0.90662160141926
RWA,YR2008,6.0,2.0
RWA,YR2012,16.0697765350342,1.25936141377667
RWA,YR2016,29.37,17.76
SAU,YR1992,,
SAU,YR1996,,
SAU,YR2000,,
SAU,YR2004,100.0,100.0
SAU,YR2008,100.0,100.0
SAU,YR2012,100.0,100.0
SAU,YR2016,100.0,100.0
SDN,YR1992,27.5783214569092,11.0448532033008
SDN,YR1996,29.6063747406006,12.6381638872369
SDN,YR2000,23.0,2.24762772590571
SDN,YR2004,32.9225616455078,16.3815305886343
SDN,YR2008,34.5458641052246,18.1819964665897
SDN,YR2012,36.4648094177246,20.2069616244862
SDN,YR2016,38.5284423828125,22.2029537626764
SEN,YR1992,28.1841583251953,11.7042224378344
SEN,YR1996,34.2292022705078,17.2585534100356
SEN,YR2000,62.2570630965705,89.8600078486366
SEN,YR2004,36.8,8.0
SEN,YR2008,51.2196617126465,31.9052198582442
SEN,YR2012,57.1555976867676,36.7280984426832
SEN,YR2016,64.5,38.3
SGP,YR1992,100.0,
SGP,YR1996,100.0,
SGP,YR2000,100.0,
SGP,YR2004,100.0,
SGP,YR2008,100.0,
SGP,YR2012,100.0,
SGP,YR2016,100.0,
SHN,YR1992,,
SHN,YR1996,,
SHN,YR2000,,
SHN,YR2004,,
SHN,YR2008,,
SHN,YR2012,,
SHN,YR2016,,
SLB,YR1992,0.00999999977648258,
SLB,YR1996,0.206765353679657,
SLB,YR2000,6.56820869445801,
SLB,YR2004,16.6529769897461,7.20856031187201
SLB,YR2008,26.8297100067139,18.0319559318824
SLB,YR2012,37.3020820617676,29.4946043541311
SLB,YR2016,47.9191436767578,41.5360381350692
SLE,YR1992,7.9595365524292,3.3430978088946
SLE,YR1996,9.65333080291748,3.29933284536897
SLE,YR2000,11.1039171218872,2.78229506955023
SLE,YR2004,16.8,8.84426790468173
SLE,YR2008,12.1,1.4
SLE,YR2012,15.1747264862061,
SLE,YR2016,20.3,2.5
SLV,YR1992,74.5978393554687,54.5459848408693
SLV,YR1996,77.883,53.220704
SLV,YR2000,84.519249,65.170985
SLV,YR2004,87.357045,71.896139
SLV,YR2008,91.000227,79.393669
SLV,YR2012,93.680571,85.670994
SLV,YR2016,98.618896484375,98.7540836323244
SMR,YR1992,100.0,100.0
SMR,YR1996,100.0,100.0
SMR,YR2000,100.0,100.0
SMR,YR2004,100.0,100.0
SMR,YR2008,100.0,100.0
SMR,YR2012,100.0,100.0
SMR,YR2016,100.0,100.0
SOM,YR1992,0.00999999977648258,
SOM,YR1996,0.525144457817078,
SOM,YR2000,5.4950795173645,
SOM,YR2004,11.3409223556519,1.2819783231051
SOM,YR2008,17.2787322998047,4.80441947425166
SOM,YR2012,23.5121803283691,8.3321912933973
SOM,YR2016,29.8903179168701,11.6313767023634
SPM,YR1992,,
SPM,YR1996,,
SPM,YR2000,,
SPM,YR2004,,
SPM,YR2008,,
SPM,YR2012,,
SPM,YR2016,,
